Point;Real time;Power-up time;Asrc;Alod;Apack;Vpack;SOC;DOD;Loads;BalVtg;BalCause;IoState;Flags;Bnk0;Bnk1t;Bnk2;Bnk3;Bnk4;Bnk5;Bnk6;Bnk7;Bnk8;Bnk9;Bnk10;Bnk11;Bnk12;Bnk13;Bnk14;Bnk15;CCL;CCLcause;DCL;DCLcause;WarnFlags;FltFlags;MissBanks;MissBank#;MissCells;-;Vmin;VminNo;VminAvg;Vavg;Vmax;VmaxNo;VmaxAvg;Tmin;TminNo;Tavg;Tmax;TmaxNo;Rmin;RminNo;Ravg;Rmax;RmaxNo;Rpack;Nmonit;Vmonit;Tmonit;TmonitOff;Rmonit;Smonit;Cell 0;Cell 1;Cell 2;Cell 3;Cell 4;Cell 5;Cell 6;Cell 7;Cell 8;Cell 9;Cell 10;Cell 11;Cell 12;Cell 13;Cell 14;Cell 15;Cell 16;Cell 17;Cell 18;Cell 19;Cell 20;Cell 21;Cell 22;Cell 23;Cell 24;Cell 25;Cell 26;Cell 27
284;1/1/2026 15:24;#2401 000:01:03:27;0;28.9;28.9;105;72;63;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;;3.75;3.75;3.75;;3.76;26;25;28;30;21;1;6;2.2;3.1;22;62.7;0;3.75;29;2;;7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
285;1/1/2026 15:24;#2401 000:01:03:28;0;28.9;28.9;105;72;63;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;;3.75;3.75;3.75;;3.76;26;25;28;30;21;1;6;2.2;3.1;22;62.7;0;3.75;29;2;;7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
286;1/1/2026 15:24;#2401 000:01:03:29;0;28.9;28.9;105;72;63;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;;3.75;3.75;3.75;;3.76;26;25;28;30;21;1;6;2.2;3.1;22;62.7;0;3.75;29;2;;7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
287;1/1/2026 15:24;#2401 000:01:03:30;0;28.9;28.9;105;72;63;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;;3.75;3.75;3.75;;3.76;26;25;28;30;21;1;6;2.2;3.1;22;62.7;0;3.75;29;2;;7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
288;1/1/2026 15:24;#2401 000:01:03:31;0;28.9;28.9;105;72;63;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;;3.75;3.75;3.75;;3.76;26;25;28;30;21;1;6;2.2;3.1;22;62.7;0;3.75;29;2;;7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
289;1/1/2026 15:24;#2401 000:01:03:32;0;28.9;28.9;105;72;63;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;;3.75;3.75;3.75;;3.76;26;25;28;30;21;1;6;2.2;3.1;22;62.7;0;3.75;29;2;;7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
290;1/1/2026 15:24;#2401 000:01:03:33;0;28.8;28.8;105;72;63;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;;3.75;3.75;3.75;;3.76;26;25;28;30;21;1;6;2.2;3.1;22;62.7;0;3.75;29;2;;7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
291;1/1/2026 15:24;#2401 000:01:03:34;0;28.9;28.9;105;72;63;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;;3.75;3.75;3.75;;3.76;26;25;28;30;21;1;6;2.2;3.1;22;62.7;0;3.75;29;2;;7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
292;1/1/2026 15:24;#2401 000:01:03:35;0;29;29;105;72;63;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;;3.75;3.75;3.75;;3.76;26;25;28;30;21;1;6;2.2;3.1;22;62.7;0;3.75;29;2;;7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
293;1/1/2026 15:24;#2401 000:01:03:36;0;28.9;28.9;105;72;63;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;;3.75;3.75;3.75;;3.76;26;25;28;30;21;1;6;2.2;3.1;22;62.7;0;3.75;29;2;;7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
294;1/1/2026 15:24;#2401 000:01:03:37;0;29;29;105;72;63;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;;3.75;3.75;3.75;;3.76;26;25;28;30;21;1;6;2.2;3.1;22;62.7;0;3.75;29;2;;7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
295;1/1/2026 15:24;#2401 000:01:03:38;0;29;29;105;72;63;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;;3.75;3.75;3.75;;3.75;26;25;28;30;21;1;6;2.2;3.1;22;62.7;0;3.75;29;2;;7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
296;1/1/2026 15:24;#2401 000:01:03:39;0;29;29;105;72;63;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;;3.75;3.75;3.75;;3.75;26;25;28;30;21;1;6;2.2;3.1;22;62.7;0;3.75;29;2;;7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
297;1/1/2026 15:24;#2401 000:01:03:40;0;29.1;29.1;105;72;63;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;;3.75;3.75;3.75;;3.75;26;25;28;30;21;1;6;2.2;3.1;22;62.7;0;3.75;29;2;;7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
298;1/1/2026 15:24;#2401 000:01:03:41;0;29;29;105;72;63;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;;3.75;3.75;3.75;;3.75;26;25;28;30;21;1;6;2.2;3.1;22;62.7;0;3.75;29;2;;7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
299;1/1/2026 15:24;#2401 000:01:03:42;0;28.8;28.8;105;72;63;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;;3.75;3.75;3.75;;3.75;26;25;28;30;21;1;6;2.2;3.1;22;62.7;0;3.75;29;2;;7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
300;1/1/2026 15:24;#2401 000:01:03:43;0;29.1;29.1;105;72;63;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;;3.75;3.75;3.75;;3.75;26;25;28;30;21;1;6;2.2;3.1;22;62.7;0;3.75;29;2;;7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
301;1/1/2026 15:24;#2401 000:01:03:44;0;29.1;29.1;105;72;63;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;;3.75;3.75;3.75;;3.75;26;25;28;30;21;1;6;2.2;3.1;22;62.7;0;3.75;29;2;;7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
302;1/1/2026 15:24;#2401 000:01:03:45;0;29.1;29.1;105;72;63;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;;3.75;3.75;3.75;;3.75;26;25;28;30;21;1;6;2.2;3.1;22;62.7;0;3.75;29;2;;7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
303;1/1/2026 15:24;#2401 000:01:03:46;0;29.2;29.2;105;72;63;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;;3.75;3.75;3.75;;3.75;26;25;28;30;21;1;6;2.2;3.1;22;62.7;0;3.75;29;2;;7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
304;1/1/2026 15:24;#2401 000:01:03:47;0;28.6;28.6;105;72;63;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;;3.75;3.75;3.75;;3.75;26;25;28;30;21;2;27;2.3;3.1;22;64.8;0;3.75;29;2;;7;3.75;3.75;3.75;3.75;3.75;3.75;3.78;3.75;3.78;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
305;1/1/2026 15:24;#2401 000:01:03:48;0;3;3;105;72;63;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;;3.75;3.75;3.75;;3.75;26;25;28;30;21;2;27;2.3;3.1;22;64.8;0;3.75;29;2;;7;3.75;3.75;3.75;3.75;3.75;3.75;3.81;3.78;3.78;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
306;1/1/2026 15:24;#2401 000:01:03:49;0;0.7;0.7;105.1;72;63;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;27;3.75;3.75;3.81;6;3.75;26;25;28;30;21;2;27;2.3;3.1;22;64.8;0;3.75;29;2;;7;3.75;3.75;3.75;3.75;3.75;3.75;3.81;3.78;3.78;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
307;1/1/2026 15:24;#2401 000:01:03:50;0;0.6;0.6;105.1;72;63;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;27;3.75;3.75;3.81;6;3.76;26;25;28;30;21;2;27;2.3;3.1;22;64.8;0;3.75;29;2;;7;3.75;3.75;3.75;3.75;3.75;3.75;3.81;3.78;3.81;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
308;1/1/2026 15:24;#2401 000:01:03:51;0;0.7;0.7;105.1;72;63;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;27;3.75;3.75;3.81;8;3.76;26;25;28;30;21;2;27;2.3;3.1;22;65.9;0;3.75;29;2;;7;3.75;3.75;3.75;3.75;3.75;3.75;3.81;3.78;3.81;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
309;1/1/2026 15:24;#2401 000:01:03:52;0;0.7;0.7;105.1;72;63;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;27;3.75;3.75;3.81;8;3.76;26;25;28;30;21;2;27;2.3;3.1;22;65.9;0;3.75;29;2;;7;3.75;3.75;3.75;3.75;3.75;3.75;3.81;3.78;3.81;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
310;1/1/2026 15:24;#2401 000:01:03:53;0;0.6;0.6;105.1;72;63;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;27;3.75;3.75;3.81;8;3.76;26;25;28;30;21;2;27;2.3;3.1;22;65.9;0;3.75;29;2;;7;3.75;3.75;3.75;3.75;3.75;3.75;3.81;3.78;3.81;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
311;1/1/2026 15:24;#2401 000:01:03:54;0;0.6;0.6;105.1;72;63;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;27;3.75;3.75;3.81;8;3.76;26;25;28;30;21;2;27;2.3;3.1;22;65.9;0;3.75;29;2;;7;3.75;3.75;3.75;3.75;3.75;3.75;3.81;3.78;3.81;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
312;1/1/2026 15:24;#2401 000:01:03:55;0;0.7;0.7;105.1;72;63;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;27;3.75;3.75;3.81;8;3.76;26;25;28;30;21;2;27;2.3;3.1;22;65.9;0;3.75;29;2;;7;3.75;3.75;3.75;3.75;3.75;3.75;3.81;3.78;3.81;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
313;1/1/2026 15:24;#2401 000:01:03:56;0;0.6;0.6;105.1;72;63;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;27;3.75;3.75;3.81;8;3.77;26;25;28;30;21;2;27;2.3;3.1;22;65.9;0;3.75;29;2;;7;3.75;3.75;3.75;3.75;3.75;3.75;3.81;3.78;3.81;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
314;1/1/2026 15:24;#2401 000:01:03:57;0;0.6;0.6;105.1;72;63;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;27;3.75;3.75;3.81;8;3.77;26;25;28;30;21;2;27;2.3;3.1;22;65.9;0;3.75;29;2;;7;3.75;3.75;3.75;3.75;3.75;3.75;3.81;3.78;3.81;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
315;1/1/2026 15:24;#2401 000:01:03:58;0;0.6;0.6;105.1;72;63;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;27;3.75;3.75;3.81;8;3.77;26;25;28;30;21;2;27;2.3;3.1;22;65.9;0;3.75;29;2;;7;3.75;3.75;3.78;3.75;3.75;3.75;3.81;3.78;3.81;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
316;1/1/2026 15:24;#2401 000:01:03:59;0;0.6;0.6;105.1;72;63;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;27;3.75;3.75;3.81;8;3.77;26;25;28;30;21;2;27;2.3;3.1;22;65.9;0;3.75;29;2;;7;3.75;3.75;3.78;3.75;3.75;3.75;3.81;3.78;3.81;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
317;1/1/2026 15:24;#2401 000:01:04:00;0;0.6;0.6;105.1;72;63;0;4.55;4;LoadPwr WireContReq Fan ;EEWR K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;27;3.75;3.75;3.81;8;3.77;26;25;28;30;21;2;27;2.3;3.1;22;65.9;0;3.75;29;2;;7;3.75;3.75;3.78;3.75;3.75;3.75;3.81;3.78;3.81;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
318;1/1/2026 15:24;#2401 000:01:04:01;0;0.6;0.6;105.1;72;63;0;4.55;4;LoadPwr WireContReq Fan ;EEWR K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;27;3.75;3.75;3.81;8;3.77;26;25;28;30;21;2;27;2.3;3.1;22;65.9;0;3.75;29;2;;7;3.75;3.75;3.78;3.75;3.75;3.75;3.81;3.78;3.81;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
319;1/1/2026 15:24;#2401 000:01:04:02;0;0.6;0.6;105.1;72;63;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;27;3.75;3.75;3.81;8;3.77;26;25;28;30;21;2;27;2.3;3.1;22;65.9;0;3.75;29;2;;7;3.75;3.75;3.78;3.75;3.75;3.75;3.81;3.78;3.81;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
320;1/1/2026 15:24;#2401 000:01:04:03;0;0.5;0.5;105.2;72;63;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;27;3.75;3.75;3.81;8;3.77;26;25;28;30;21;2;27;2.3;3.1;22;65.9;0;3.75;29;2;;7;3.75;3.75;3.78;3.75;3.75;3.78;3.81;3.78;3.81;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
321;1/1/2026 15:24;#2401 000:01:04:04;0;0.6;0.6;105.2;72;63;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;27;3.75;3.75;3.81;8;3.78;26;25;28;30;21;2;27;2.3;3.1;22;65.9;0;3.75;29;2;;7;3.75;3.75;3.78;3.75;3.75;3.78;3.81;3.78;3.81;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
322;1/1/2026 15:24;#2401 000:01:04:05;0;0.5;0.5;105.2;72;63;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;27;3.75;3.75;3.81;8;3.78;26;25;28;30;21;2;27;2.3;3.1;22;65.9;0;3.75;29;2;;7;3.75;3.75;3.78;3.75;3.75;3.78;3.81;3.78;3.81;3.75;3.75;3.75;3.75;3.75;3.78;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
323;1/1/2026 15:25;#2401 000:01:04:06;0;1.7;1.7;105.2;72;63;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;27;3.75;3.75;3.81;8;3.78;26;25;28;30;21;2;27;2.3;3.1;22;65.9;0;3.75;29;2;;7;3.75;3.75;3.75;3.75;3.75;3.75;3.81;3.78;3.81;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
324;1/1/2026 15:25;#2401 000:01:04:07;0;9.9;9.9;105.1;72;63;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;27;3.75;3.75;3.81;8;3.78;26;25;28;30;21;2;27;2.3;3.1;22;65.9;0;3.75;29;2;;7;3.75;3.75;3.75;3.75;3.75;3.75;3.81;3.78;3.78;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
325;1/1/2026 15:25;#2401 000:01:04:08;0;13;13;105.1;72;63;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;27;3.75;3.75;3.81;8;3.78;26;25;28;30;21;2;27;2.3;3.1;22;65.9;0;3.75;29;2;;7;3.75;3.75;3.75;3.75;3.75;3.75;3.81;3.78;3.78;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
326;1/1/2026 15:25;#2401 000:01:04:09;0;12.9;12.9;105.1;72;63;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;27;3.75;3.75;3.81;6;3.78;26;25;28;30;21;2;27;2.3;3.1;22;65.9;0;3.75;29;2;;7;3.75;3.75;3.75;3.75;3.75;3.75;3.81;3.78;3.78;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
