Time (s),1. Current A(RMS) (1),,Time (s),1. Id A (0.0625),,Time (s),1. Battery Current A (0.0625),,Time (s),1. Target torque % of peak (0.1),,Time (s),1. Velocity RPM (1),,Time (s),1. Torque actual value Nm (0.0625),,Time (s),1. Battery Voltage V (0.0625),,Time (s),1. Heatsink Temperature DegC (1),,Time (s),1. Torque demand value Nm (0.0625),,Time (s),1. Uq V (0.0625),,Time (s),1. Throttle Input Voltage V (0.00390625),,Time (s),1. Ud V (0.0625),,Time (s),1. Target Iq A (0.0625),,Time (s),1. Iq A (0.0625),,
684.9523,0,,684.9525,-1.5,,684.9722,0.0,,684.9526,0.0,,684.9523,0,,684.9524,0.0,,684.9722,111.0625,,684.9722,28,,684.9523,0.0,,684.9524,0.0,,684.9525,1.2890625,,684.9525,0.0,,684.9524,0.0,,684.9524,0.0,,
684.9722,0,,684.9725,0.0625,,684.9922,0.0,,684.9726,0.0,,684.9722,0,,684.9724,0.0,,684.9922,111.0625,,684.9922,28,,684.9722,0.0,,684.9724,0.0,,684.9725,1.2734375,,684.9725,0.0,,684.9724,0.0,,684.9724,1.4375,,
684.9923,0,,684.9925,0.0625,,685.0122,0.0,,684.9926,0.0,,684.9923,0,,684.9924,0.0,,685.0122,111.0625,,685.0122,28,,684.9923,0.0,,684.9924,0.0,,684.9925,1.2734375,,684.9925,0.0,,684.9924,0.0,,684.9924,0.875,,
685.0123,0,,685.0126,0.0625,,685.0322,0.0,,685.0126,0.0,,685.0123,0,,685.0124,0.0,,685.0322,111.0,,685.0322,28,,685.0123,0.0,,685.0124,0.0,,685.0126,1.33203125,,685.0126,0.0,,685.0124,0.0,,685.0124,0.875,,
685.0323,0,,685.0325,0.625,,685.0522,0.0,,685.0326,0.0,,685.0323,0,,685.0324,0.0,,685.0522,111.0625,,685.0522,28,,685.0323,0.0,,685.0324,0.0,,685.0325,1.33203125,,685.0325,0.0,,685.0324,0.0,,685.0324,0.0,,
685.0524,0,,685.0526,0.625,,685.0722,0.0,,685.0527,0.0,,685.0524,0,,685.0525,0.0,,685.0722,111.0,,685.0722,28,,685.0524,0.0,,685.0525,0.0,,685.0526,1.32421875,,685.0526,0.0,,685.0525,0.0,,685.0525,0.0,,
685.0723,0,,685.0725,-0.4375,,685.0921,0.0,,685.0726,0.0,,685.0723,0,,685.0724,0.0,,685.0921,111.0625,,685.0921,28,,685.0723,0.0,,685.0724,0.0,,685.0725,1.2890625,,685.0725,0.0,,685.0724,0.0,,685.0724,-0.5625,,
685.0922,0,,685.0925,0.0625,,685.1122,0.0,,685.0926,0.0,,685.0922,0,,685.0924,0.0,,685.1122,111.0,,685.1122,28,,685.0922,0.0,,685.0924,0.0,,685.0925,1.28125,,685.0925,0.0,,685.0924,0.0,,685.0924,-0.875,,
685.1123,0,,685.1125,0.625,,685.1321,0.0,,685.1126,0.0,,685.1123,0,,685.1124,0.0,,685.1321,111.0625,,685.1321,28,,685.1123,0.0,,685.1124,0.0,,685.1125,1.26171875,,685.1125,0.0,,685.1124,0.0,,685.1124,0.625,,
685.1323,0,,685.1326,0.0625,,685.1522,0.0,,685.1326,0.0,,685.1323,0,,685.1324,0.0,,685.1522,111.0,,685.1522,28,,685.1323,0.0,,685.1324,0.0,,685.1326,1.28125,,685.1326,0.0,,685.1324,0.0,,685.1324,-0.3125,,
685.1523,0,,685.1526,0.625,,685.1721,0.0,,685.1527,0.0,,685.1523,0,,685.1525,0.0,,685.1721,111.0625,,685.1721,28,,685.1523,0.0,,685.1525,0.0,,685.1526,1.2890625,,685.1526,0.0,,685.1525,0.0,,685.1525,0.0,,
685.1723,0,,685.1726,-0.4375,,685.1923,0.0,,685.1726,0.0,,685.1723,0,,685.1724,0.0,,685.1923,111.0625,,685.1923,28,,685.1723,0.0,,685.1724,0.0,,685.1726,1.28125,,685.1726,0.0,,685.1724,0.0,,685.1724,-1.1875,,
685.1924,0,,685.1927,1.125,,685.2123,0.0,,685.1927,0.0,,685.1924,0,,685.1925,0.0,,685.2123,111.0,,685.2123,28,,685.1924,0.0,,685.1925,0.0,,685.1927,1.28125,,685.1927,0.0,,685.1925,0.0,,685.1925,0.3125,,
685.2124,0,,685.2127,-0.9375,,685.2323,0.0,,685.2128,0.0,,685.2124,0,,685.2126,0.0,,685.2323,111.0,,685.2323,28,,685.2124,0.0,,685.2126,0.0,,685.2127,1.26171875,,685.2127,0.0,,685.2126,0.0,,685.2126,-0.3125,,
