latitude;longitude;altitude (m);distance (km)
-33.6039;-70.5223;770.2;29.597
-33.6039;-70.5222;770.3;29.611
-33.6038;-70.522;770.5;29.624
-33.6038;-70.5219;770.9;29.639
-33.6037;-70.5218;771.3;29.654
-33.6036;-70.5216;771.9;29.67
-33.6035;-70.5215;773.3;29.686
-33.6034;-70.5214;774.7;29.701
-33.6033;-70.5213;776.0;29.716
-33.6032;-70.5212;776.3;29.731
-33.6031;-70.5212;776.6;29.745
-33.603;-70.5211;776.9;29.76
-33.6029;-70.5209;777.1;29.775
-33.6028;-70.5208;777.2;29.791
-33.6026;-70.5207;777.2;29.807
-33.6025;-70.5206;777.3;29.822
-33.6024;-70.5205;777.6;29.836
-33.6024;-70.5204;778.2;29.85
-33.6023;-70.5203;778.7;29.865
-33.6022;-70.5202;779.2;29.878
-33.6021;-70.5201;779.6;29.89
-33.602;-70.52;780.0;29.904
-33.602;-70.5199;780.1;29.916
-33.6019;-70.5198;780.2;29.929
-33.6018;-70.5196;780.3;29.941
-33.6018;-70.5195;780.2;29.954
-33.6017;-70.5194;780.2;29.966
-33.6017;-70.5193;780.0;29.977
-33.6015;-70.5193;780.6;29.997
-33.6013;-70.5193;781.3;30.018
-33.6012;-70.5194;781.7;30.03
-33.6011;-70.5195;781.9;30.041
-33.6011;-70.5196;782.0;30.054
-33.6011;-70.5197;782.1;30.066
-33.6011;-70.5199;782.0;30.083
-33.6011;-70.5201;781.7;30.099
-33.6012;-70.5203;781.2;30.115
-33.6012;-70.5204;780.7;30.133
-33.6012;-70.5206;780.3;30.149
-33.6012;-70.5208;779.9;30.165
-33.6012;-70.521;779.3;30.181
-33.6012;-70.5212;778.7;30.199
-33.6012;-70.5214;777.9;30.219
-33.6012;-70.5215;777.4;30.234
-33.6012;-70.5217;777.0;30.251
-33.6012;-70.5219;776.7;30.268
-33.6012;-70.5221;776.5;30.286
-33.6013;-70.5223;776.3;30.304
-33.6013;-70.5225;776.0;30.321
-33.6013;-70.5227;776.2;30.341
-33.6013;-70.5229;776.4;30.361
-33.6013;-70.5231;776.7;30.381
-33.6013;-70.5233;776.8;30.401
-33.6013;-70.5235;776.5;30.422
-33.6013;-70.5238;775.9;30.443
-33.6013;-70.524;775.6;30.462
-33.6013;-70.5242;775.2;30.483
-33.6013;-70.5244;775.1;30.503
-33.6013;-70.5246;775.0;30.524
-33.6013;-70.5249;774.8;30.544
-33.6013;-70.5251;774.7;30.565
-33.6013;-70.5253;774.4;30.585
-33.6013;-70.5255;774.0;30.604
-33.6013;-70.5257;773.4;30.623
-33.6014;-70.5259;773.2;30.641
-33.6014;-70.5261;773.3;30.659
-33.6014;-70.5262;773.4;30.673
-33.6014;-70.5264;773.5;30.688
-33.6015;-70.5265;773.0;30.703
-33.6016;-70.5266;772.3;30.717
-33.6017;-70.5267;771.9;30.731
-33.6019;-70.5267;771.8;30.747
-33.602;-70.5267;771.6;30.763
-33.6021;-70.5267;771.5;30.775
-33.6022;-70.5266;771.4;30.789
-33.6024;-70.5266;771.4;30.803
-33.6025;-70.5265;771.5;30.816
-33.6026;-70.5264;772.1;30.833
-33.6026;-70.5263;772.7;30.848
-33.6027;-70.5261;773.3;30.864
-33.6027;-70.5259;773.9;30.88
-33.6027;-70.5258;774.1;30.897
-33.6026;-70.5256;773.7;30.914
-33.6026;-70.5254;772.9;30.932
-33.6025;-70.5252;771.8;30.95
-33.6024;-70.525;770.9;30.97
-33.6024;-70.5249;770.6;30.987
-33.6023;-70.5247;770.5;31.004
-33.6023;-70.5245;770.4;31.021
-33.6024;-70.5243;770.3;31.038
-33.6024;-70.5242;770.2;31.052
-33.6024;-70.524;770.3;31.067
-33.6026;-70.5239;771.0;31.084
-33.6027;-70.5238;772.5;31.102
-33.6028;-70.5237;773.5;31.116
-33.6029;-70.5236;774.6;31.132
-33.6031;-70.5236;776.0;31.15
-33.6032;-70.5235;777.0;31.167
-33.6034;-70.5234;777.2;31.187
-33.6035;-70.5233;776.1;31.203
-33.6036;-70.5232;775.1;31.219
-33.6037;-70.523;773.8;31.239
-33.6038;-70.5229;772.6;31.255
-33.6039;-70.5228;771.6;31.268
-33.6039;-70.5226;770.5;31.283
-33.6039;-70.5224;769.8;31.302
-33.6039;-70.5222;770.2;31.322
-33.6038;-70.522;770.9;31.341
-33.6037;-70.5219;771.3;31.359
-33.6036;-70.5217;771.6;31.374
-33.6035;-70.5216;772.4;31.389
-33.6034;-70.5215;774.2;31.408
-33.6033;-70.5213;775.6;31.427
-33.6032;-70.5212;776.2;31.445
-33.6031;-70.5211;776.5;31.458
-33.6029;-70.521;776.8;31.474
-33.6028;-70.521;776.8;31.49
-33.6027;-70.5208;777.0;31.506
-33.6026;-70.5207;777.0;31.525
-33.6024;-70.5206;777.3;31.543
-33.6023;-70.5205;778.0;31.56
-33.6023;-70.5203;778.7;31.576
-33.6021;-70.5202;779.3;31.594
-33.6021;-70.52;779.9;31.611
-33.602;-70.5199;780.1;31.627
-33.6019;-70.5198;780.2;31.641
-33.6018;-70.5197;780.2;31.653
-33.6018;-70.5195;780.2;31.666
-33.6017;-70.5195;780.1;31.677
-33.6016;-70.5194;780.1;31.687
-33.6015;-70.5193;780.7;31.708
-33.6014;-70.5193;781.1;31.719
-33.6012;-70.5193;781.5;31.733
-33.6011;-70.5194;782.0;31.747
-33.601;-70.5195;782.3;31.761
-33.6009;-70.5196;782.7;31.775
-33.6009;-70.5197;782.8;31.786
-33.601;-70.5199;782.6;31.807
-33.601;-70.5201;782.0;31.829
-33.6011;-70.5203;781.4;31.85
-33.6011;-70.5205;781.0;31.864
-33.6011;-70.5206;780.5;31.879
-33.6011;-70.5208;780.1;31.895
-33.6011;-70.521;779.5;31.91
-33.6012;-70.5211;778.8;31.926
-33.6012;-70.5213;778.3;31.941
-33.6012;-70.5214;777.7;31.956
-33.6012;-70.5216;777.2;31.97
-33.6012;-70.5217;776.9;31.984
-33.6012;-70.5219;776.7;31.999
-33.6012;-70.5221;776.6;32.013
-33.6012;-70.5222;776.4;32.028
-33.6012;-70.5224;776.2;32.043
-33.6012;-70.5225;776.2;32.056
-33.6012;-70.5227;776.5;32.071
-33.6012;-70.5228;776.9;32.086
-33.6012;-70.523;777.1;32.101
-33.6012;-70.5232;777.4;32.116
-33.6013;-70.5234;777.4;32.134
-33.6013;-70.5235;777.1;32.148
-33.6012;-70.5237;776.9;32.164
-33.6013;-70.5239;776.4;32.181
-33.6013;-70.524;775.9;32.197
-33.6013;-70.5242;775.6;32.212
-33.6013;-70.5244;775.6;32.228
-33.6013;-70.5245;775.5;32.244
-33.6013;-70.5247;775.3;32.26
-33.6013;-70.5249;775.2;32.276
-33.6013;-70.5251;775.1;32.293
-33.6013;-70.5252;774.8;32.309
-33.6013;-70.5254;774.4;32.326
-33.6013;-70.5256;774.0;32.342
-33.6013;-70.5258;773.3;32.359
-33.6014;-70.5259;773.3;32.373
-33.6014;-70.5261;773.1;32.389
-33.6014;-70.5262;773.2;32.403
-33.6015;-70.5264;773.2;32.418
-33.6015;-70.5266;772.8;32.434
-33.6017;-70.5266;772.0;32.45
-33.6018;-70.5267;771.9;32.465
-33.6019;-70.5267;771.7;32.482
-33.6021;-70.5266;771.5;32.496
-33.6022;-70.5266;771.5;32.51
-33.6023;-70.5264;771.7;32.527
-33.6023;-70.5263;772.0;32.541
-33.6024;-70.5262;772.5;32.556
-33.6024;-70.526;773.0;32.566
-33.6024;-70.5259;773.4;32.582
-33.6024;-70.5257;773.0;32.597
-33.6024;-70.5256;772.3;32.612
-33.6023;-70.5254;771.8;32.625
-33.6023;-70.5253;771.3;32.637
-33.6023;-70.5252;771.0;32.649
-33.6023;-70.525;770.5;32.662
-33.6023;-70.5249;770.4;32.675
-33.6022;-70.5248;770.4;32.688
-33.6023;-70.5246;770.4;32.701
-33.6023;-70.5245;770.3;32.713
-33.6023;-70.5244;770.3;32.727
-33.6023;-70.5242;770.2;32.739
-33.6024;-70.5241;770.2;32.753
-33.6025;-70.524;770.2;32.765
-33.6026;-70.5239;771.2;32.779
-33.6027;-70.5238;772.4;32.793
-33.6028;-70.5238;773.5;32.806
-33.6029;-70.5237;774.6;32.82
-33.603;-70.5236;775.4;32.833
-33.6031;-70.5236;776.1;32.846
-33.6032;-70.5235;776.8;32.859
-33.6033;-70.5234;777.3;32.872
-33.6034;-70.5234;776.8;32.885
-33.6035;-70.5233;776.0;32.897
-33.6036;-70.5232;775.1;32.911
-33.6037;-70.5231;774.2;32.924
-33.6037;-70.5229;773.2;32.938
-33.6038;-70.5228;772.3;32.951
-33.6038;-70.5227;771.4;32.965
-33.6038;-70.5225;770.6;32.981
-33.6038;-70.5223;770.6;32.997
-33.6038;-70.5222;770.7;33.01
-33.6038;-70.522;770.9;33.023
-33.6037;-70.5219;771.2;33.036
-33.6036;-70.5218;771.6;33.05
-33.6035;-70.5217;772.0;33.065
-33.6035;-70.5216;773.3;33.08
-33.6034;-70.5215;774.5;33.093
-33.6033;-70.5214;775.3;33.107
-33.6032;-70.5213;775.9;33.121
-33.6031;-70.5212;776.3;33.135
-33.603;-70.5211;776.6;33.149
-33.6029;-70.521;776.9;33.164
-33.6028;-70.5209;777.0;33.178
-33.6027;-70.5208;777.1;33.19
-33.6026;-70.5207;777.0;33.202
-33.6025;-70.5206;777.0;33.216
-33.6024;-70.5205;777.5;33.229
-33.6023;-70.5204;778.1;33.242
-33.6023;-70.5203;778.6;33.255
-33.6022;-70.5202;779.1;33.267
-33.6021;-70.5201;779.5;33.28
-33.602;-70.52;779.9;33.294
-33.6019;-70.5199;780.1;33.307
-33.6019;-70.5198;780.2;33.319
-33.6018;-70.5197;780.2;33.332
-33.6018;-70.5196;780.2;33.344
-33.6017;-70.5194;780.2;33.356
-33.6017;-70.5193;780.0;33.367
-33.6016;-70.5193;780.2;33.378
-33.6015;-70.5192;780.8;33.397
-33.6014;-70.5192;781.1;33.408
-33.6013;-70.5192;781.5;33.419
-33.6012;-70.5192;781.8;33.429
-33.6011;-70.5193;782.0;33.44
-33.6011;-70.5194;782.1;33.45
-33.6011;-70.5196;782.1;33.464
-33.6011;-70.5198;782.2;33.48
-33.6011;-70.5199;782.1;33.495
-33.6011;-70.5201;781.8;33.512
-33.6011;-70.5203;781.3;33.528
-33.6012;-70.5204;780.7;33.544
-33.6012;-70.5206;780.3;33.56
-33.6012;-70.5208;779.8;33.576
-33.6012;-70.5209;779.3;33.591
-33.6012;-70.5211;778.8;33.607
-33.6012;-70.5213;778.2;33.623
-33.6012;-70.5215;777.6;33.642
-33.6012;-70.5217;777.0;33.659
-33.6012;-70.5219;776.8;33.678
-33.6012;-70.5221;776.5;33.696
-33.6013;-70.5223;776.3;33.714
-33.6013;-70.5225;776.0;33.733
-33.6013;-70.5227;776.2;33.752
-33.6013;-70.5229;776.4;33.771
-33.6013;-70.5231;776.7;33.791
-33.6013;-70.5233;777.0;33.812
-33.6013;-70.5235;776.7;33.83
-33.6013;-70.5237;776.3;33.851
-33.6013;-70.5239;776.0;33.871
-33.6013;-70.5242;775.5;33.892
-33.6013;-70.5244;775.5;33.911
-33.6013;-70.5246;775.4;33.928
-33.6013;-70.5248;775.3;33.947
-33.6013;-70.525;775.5;33.966
-33.6013;-70.5252;775.2;33.985
-33.6013;-70.5254;774.6;34.004
-33.6013;-70.5256;774.0;34.022
-33.6013;-70.5258;773.4;34.039
-33.6013;-70.5259;773.4;34.055
-33.6014;-70.5261;773.4;34.07
-33.6014;-70.5262;773.4;34.085
-33.6014;-70.5264;773.3;34.098
-33.6015;-70.5265;773.2;34.114
-33.6016;-70.5266;772.4;34.128
-33.6018;-70.5267;771.9;34.147
-33.6019;-70.5268;771.8;34.164
-33.602;-70.5268;771.7;34.179
-33.6022;-70.5267;771.5;34.193
-33.6023;-70.5266;771.4;34.209
-33.6023;-70.5264;771.7;34.228
-33.6024;-70.5263;772.3;34.246
-33.6024;-70.5261;772.8;34.26
-33.6025;-70.5259;773.4;34.276
-33.6025;-70.5258;773.5;34.291
-33.6024;-70.5256;772.8;34.306
-33.6024;-70.5255;772.2;34.321
-33.6024;-70.5253;771.6;34.335
-33.6024;-70.5251;771.1;34.35
-33.6023;-70.525;770.6;34.365
-33.6023;-70.5248;770.5;34.38
-33.6023;-70.5247;770.4;34.394
-33.6023;-70.5245;770.4;34.408
-33.6023;-70.5244;770.3;34.422
-33.6023;-70.5243;770.3;34.435
-33.6023;-70.5241;770.3;34.448
-33.6024;-70.524;770.3;34.462
-33.6025;-70.5239;770.3;34.474
-33.6026;-70.5238;771.3;34.487
-33.6027;-70.5237;772.3;34.501
-33.6028;-70.5236;773.3;34.515
-33.6029;-70.5236;774.3;34.53
-33.603;-70.5235;775.3;34.545
-33.6032;-70.5235;776.2;34.56
-33.6033;-70.5234;776.8;34.575
-33.6034;-70.5233;776.6;34.59
-33.6035;-70.5232;775.7;34.604
-33.6036;-70.5231;774.8;34.618
-33.6037;-70.523;773.9;34.631
-33.6037;-70.5229;772.9;34.645
-33.6038;-70.5227;771.9;34.659
-33.6038;-70.5226;771.0;34.673
-33.6038;-70.5224;770.5;34.688
-33.6038;-70.5223;770.6;34.702
-33.6038;-70.5221;770.8;34.718
-33.6037;-70.522;771.2;34.733
-33.6037;-70.5218;771.5;34.748
-33.6036;-70.5217;771.8;34.763
-33.6035;-70.5216;772.9;34.778
-33.6034;-70.5215;774.4;34.794
-33.6033;-70.5214;775.4;34.809
-33.6032;-70.5213;775.9;34.824
-33.6031;-70.5212;776.3;34.838
-33.603;-70.5211;776.6;34.853
-33.6029;-70.521;776.9;34.867
-33.6028;-70.5209;777.1;34.881
-33.6027;-70.5208;777.1;34.895
-33.6026;-70.5207;777.1;34.91
-33.6025;-70.5206;777.3;34.925
-33.6024;-70.5205;777.9;34.939
-33.6023;-70.5204;778.5;34.954
-33.6022;-70.5203;779.0;34.969
-33.6021;-70.5201;779.5;34.983
-33.602;-70.52;779.9;34.997
-33.6019;-70.5199;780.1;35.011
-33.6019;-70.5198;780.2;35.024
-33.6018;-70.5197;780.2;35.037
-33.6018;-70.5195;780.2;35.05
-33.6017;-70.5194;780.1;35.063
-33.6016;-70.5193;780.2;35.074
-33.6015;-70.5193;780.4;35.085
-33.6014;-70.5192;780.8;35.097
-33.6013;-70.5192;781.2;35.108
-33.6013;-70.5192;781.5;35.119
-33.6012;-70.5193;781.9;35.131
-33.6011;-70.5194;782.1;35.143
-33.6011;-70.5195;782.2;35.155
-33.601;-70.5196;782.3;35.167
-33.601;-70.5198;782.4;35.179
-33.601;-70.5199;782.3;35.193
-33.601;-70.5201;782.1;35.207
-33.6011;-70.5202;781.6;35.223
-33.6011;-70.5204;781.1;35.238
-33.6011;-70.5206;780.7;35.254
-33.6011;-70.5207;780.1;35.27
-33.6012;-70.5209;779.6;35.287
-33.6012;-70.5211;779.0;35.303
-33.6012;-70.5212;778.4;35.319
-33.6012;-70.5214;777.8;35.335
-33.6012;-70.5216;777.2;35.352
-33.6013;-70.5218;776.8;35.373
-33.6013;-70.522;776.5;35.393
-33.6013;-70.5222;776.4;35.408
-33.6012;-70.5223;776.2;35.422
-33.6012;-70.5225;776.1;35.437
-33.6013;-70.5227;776.3;35.454
-33.6013;-70.5229;776.5;35.47
-33.6013;-70.523;776.6;35.486
-33.6013;-70.5232;776.8;35.502
-33.6013;-70.5234;776.8;35.519
-33.6013;-70.5236;776.5;35.539
-33.6013;-70.5238;776.1;35.557
-33.6013;-70.524;775.6;35.573
-33.6013;-70.5241;775.4;35.589
-33.6013;-70.5243;775.4;35.607
-33.6013;-70.5245;775.5;35.622
-33.6013;-70.5247;775.3;35.637
-33.6013;-70.5248;775.3;35.654
-33.6013;-70.525;775.5;35.669
-33.6013;-70.5252;775.1;35.684
-33.6013;-70.5253;775.0;35.699
-33.6013;-70.5255;774.6;35.716
-33.6013;-70.5257;774.3;35.735
-33.6013;-70.5259;773.9;35.753
-33.6013;-70.5261;773.8;35.77
-33.6014;-70.5262;773.7;35.784
-33.6014;-70.5264;773.6;35.797
-33.6015;-70.5265;773.2;35.812
-33.6015;-70.5266;772.9;35.825
-33.6017;-70.5268;772.0;35.847
-33.6018;-70.5268;771.9;35.863
-33.602;-70.5269;771.8;35.878
-33.6021;-70.5269;771.8;35.893
-33.6022;-70.5268;771.5;35.912
-33.6023;-70.5266;771.3;35.931
-33.6024;-70.5264;771.7;35.948
-33.6024;-70.5263;772.2;35.963
-33.6024;-70.5261;772.8;35.981
-33.6025;-70.5259;773.4;35.996
-33.6024;-70.5258;773.5;36.011
-33.6024;-70.5256;773.0;36.023
-33.6024;-70.5255;772.6;36.034
-33.6024;-70.5254;772.0;36.047
-33.6024;-70.5253;771.6;36.059
-33.6024;-70.5252;771.1;36.07
-33.6023;-70.525;770.7;36.08
-33.6023;-70.5249;770.5;36.092
-33.6023;-70.5248;770.5;36.104
-33.6023;-70.5247;770.4;36.115
-33.6023;-70.5245;770.4;36.128
-33.6023;-70.5244;770.3;36.14
-33.6023;-70.5243;770.3;36.151
-33.6024;-70.5242;770.2;36.162
-33.6025;-70.5241;770.2;36.174
-33.6025;-70.524;770.6;36.186
-33.6026;-70.5239;771.5;36.198
-33.6027;-70.5239;772.5;36.209
-33.6028;-70.5238;773.6;36.221
-33.6029;-70.5238;774.5;36.232
-33.603;-70.5237;775.3;36.244
-33.6031;-70.5236;776.0;36.255
-33.6032;-70.5236;776.6;36.267
-33.6033;-70.5235;777.2;36.278
-33.6033;-70.5234;777.5;36.29
-33.6034;-70.5234;776.8;36.302
-33.6035;-70.5233;776.0;36.313
-33.6036;-70.5232;775.2;36.326
-33.6036;-70.5231;774.4;36.338
-33.6037;-70.523;773.5;36.351
-33.6037;-70.5228;772.6;36.364
-33.6038;-70.5227;771.8;36.377
-33.6038;-70.5226;771.0;36.39
-33.6038;-70.5224;770.7;36.402
-33.6038;-70.5223;770.8;36.416
-33.6038;-70.5222;770.9;36.427
-33.6037;-70.522;771.1;36.439
-33.6037;-70.5219;771.3;36.452
-33.6036;-70.5218;771.7;36.465
-33.6035;-70.5217;772.0;36.479
-33.6034;-70.5215;774.3;36.506
-33.6033;-70.5214;775.0;36.518
-33.6032;-70.5213;775.5;36.529
-33.6031;-70.5213;775.9;36.541
-33.603;-70.5212;776.3;36.552
-33.603;-70.5211;776.5;36.563
-33.6029;-70.521;776.7;36.574
-33.6028;-70.5209;776.8;36.586
-33.6027;-70.5209;776.9;36.597
-33.6026;-70.5208;776.9;36.609
-33.6026;-70.5207;776.9;36.62
-33.6025;-70.5206;777.1;36.633
-33.6024;-70.5205;777.7;36.645
-33.6023;-70.5204;778.2;36.658
-33.6022;-70.5203;778.7;36.671
-33.6021;-70.5202;779.1;36.684
-33.602;-70.52;779.9;36.708
-33.602;-70.5199;780.1;36.72
-33.6019;-70.5197;780.3;36.743
-33.6018;-70.5196;780.3;36.755
-33.6018;-70.5195;780.3;36.766
-33.6017;-70.5194;780.2;36.777
-33.6016;-70.5192;780.2;36.796
-33.6015;-70.5192;780.5;36.807
-33.6014;-70.5192;780.9;36.819
-33.6013;-70.5193;781.3;36.832
-33.6012;-70.5193;781.7;36.845
-33.6011;-70.5194;782.0;36.858
-33.6011;-70.5195;782.2;36.87
-33.6011;-70.5197;782.2;36.884
-33.6011;-70.5199;782.0;36.907
-33.6011;-70.5201;781.8;36.921
-33.6012;-70.5202;781.3;36.935
-33.6012;-70.5204;780.8;36.95
-33.6012;-70.5205;780.4;36.965
-33.6012;-70.5207;779.9;36.981
-33.6012;-70.5209;779.5;36.997
-33.6012;-70.5211;778.9;37.013
-33.6012;-70.5212;778.3;37.03
-33.6012;-70.5214;777.7;37.047
-33.6013;-70.5216;777.1;37.067
-33.6013;-70.5218;776.8;37.084
-33.6013;-70.522;776.6;37.1
-33.6013;-70.5222;776.4;37.117
-33.6013;-70.5223;776.1;37.133
-33.6013;-70.5225;776.0;37.15
-33.6013;-70.5227;776.2;37.165
-33.6013;-70.5229;776.4;37.181
-33.6013;-70.523;776.7;37.196
-33.6013;-70.5232;777.1;37.214
-33.6013;-70.5234;777.1;37.231
-33.6013;-70.5236;776.7;37.247
-33.6013;-70.5237;776.3;37.263
-33.6013;-70.5239;776.0;37.279
-33.6013;-70.5241;775.7;37.297
-33.6013;-70.5243;775.6;37.316
-33.6013;-70.5245;775.7;37.331
-33.6013;-70.5246;775.8;37.347
-33.6013;-70.5248;775.8;37.363
-33.6013;-70.525;775.7;37.379
-33.6013;-70.5252;775.3;37.394
-33.6013;-70.5253;775.1;37.409
-33.6013;-70.5255;774.7;37.425
-33.6013;-70.5257;774.4;37.441
-33.6013;-70.5259;773.8;37.46
-33.6013;-70.526;773.7;37.474
-33.6013;-70.5262;773.8;37.49
-33.6014;-70.5263;773.6;37.505
-33.6015;-70.5265;773.0;37.522
-33.6016;-70.5266;772.2;37.537
-33.6017;-70.5267;771.9;37.552
-33.6019;-70.5267;771.8;37.57
-33.602;-70.5268;771.7;37.583
-33.6021;-70.5268;771.6;37.598
-33.6023;-70.5267;771.3;37.617
-33.6024;-70.5266;771.3;37.631
-33.6024;-70.5265;771.7;37.644
-33.6025;-70.5263;772.2;37.661
-33.6025;-70.5261;772.9;37.678
-33.6025;-70.526;773.4;37.693
-33.6024;-70.5258;773.3;37.711
-33.6023;-70.5256;772.3;37.73
-33.6023;-70.5254;771.8;37.745
-33.6023;-70.5253;771.3;37.759
-33.6023;-70.5252;770.9;37.77
-33.6023;-70.525;770.6;37.782
-33.6023;-70.5249;770.5;37.795
-33.6023;-70.5247;770.4;37.809
-33.6023;-70.5246;770.4;37.823
-33.6023;-70.5244;770.3;37.837
-33.6023;-70.5243;770.3;37.851
-33.6024;-70.5242;770.2;37.864
-33.6024;-70.5241;770.2;37.876
-33.6025;-70.524;770.3;37.889
-33.6026;-70.5239;771.4;37.902
-33.6027;-70.5238;772.5;37.915
-33.6028;-70.5237;773.5;37.928
-33.6029;-70.5237;774.5;37.943
-33.603;-70.5236;775.5;37.957
-33.6031;-70.5235;776.4;37.971
-33.6033;-70.5235;777.0;37.985
-33.6034;-70.5234;777.1;38.0
-33.6035;-70.5233;776.2;38.014
-33.6036;-70.5232;775.3;38.028
-33.6037;-70.5231;774.3;38.042
-33.6037;-70.523;773.4;38.056
-33.6038;-70.5229;772.4;38.07
-33.6039;-70.5227;771.3;38.085
-33.6039;-70.5226;770.5;38.099
-33.6039;-70.5224;770.2;38.115
-33.6039;-70.5222;770.4;38.129
-33.6038;-70.5221;770.7;38.143
-33.6037;-70.522;771.0;38.157
-33.6037;-70.5218;771.4;38.171
-33.6036;-70.5217;771.8;38.186
-33.6035;-70.5216;772.7;38.201
-33.6034;-70.5215;774.0;38.215
-33.6033;-70.5214;775.0;38.228
-33.6032;-70.5213;775.5;38.242
-33.6031;-70.5213;775.9;38.255
-33.603;-70.5212;776.4;38.269
-33.6029;-70.5211;776.6;38.283
-33.6028;-70.521;776.8;38.298
-33.6027;-70.5208;776.9;38.312
-33.6026;-70.5208;776.9;38.325
-33.6025;-70.5207;776.9;38.34
-33.6024;-70.5206;777.4;38.354
-33.6023;-70.5205;778.0;38.367
-33.6022;-70.5204;778.5;38.381
-33.6022;-70.5203;779.0;38.395
-33.6021;-70.5202;779.4;38.408
-33.602;-70.5201;779.8;38.42
-33.6019;-70.52;780.0;38.432
-33.6019;-70.5199;780.1;38.443
-33.6018;-70.5197;780.2;38.456
-33.6018;-70.5196;780.2;38.47
-33.6017;-70.5195;780.1;38.482
-33.6017;-70.5194;780.0;38.494
-33.6016;-70.5193;780.3;38.506
-33.6015;-70.5192;780.5;38.517
-33.6014;-70.5191;780.9;38.528
-33.6013;-70.5192;781.3;38.542
-33.6012;-70.5192;781.7;38.556
-33.6011;-70.5192;782.1;38.568
-33.601;-70.5193;782.5;38.58
-33.6009;-70.5193;782.8;38.591
-33.6008;-70.5194;783.0;38.601
-33.6008;-70.5196;783.0;38.623
-33.6008;-70.5198;783.0;38.639
-33.6008;-70.52;783.0;38.657
-33.6008;-70.5202;782.5;38.676
-33.6009;-70.5204;781.9;38.697
-33.601;-70.5208;780.7;38.732
-33.601;-70.5212;779.0;38.768
-33.6011;-70.5215;777.7;38.8
-33.6012;-70.5217;776.9;38.824
-33.6012;-70.5219;776.7;38.843
-33.6012;-70.5221;776.5;38.86
-33.6013;-70.5224;776.1;38.885
-33.6013;-70.5226;776.1;38.909
-33.6013;-70.5229;776.5;38.929
-33.6013;-70.5231;776.8;38.951
-33.6013;-70.5233;777.1;38.971
-33.6013;-70.5235;777.0;38.988
-33.6013;-70.5237;776.5;39.008
-33.6013;-70.5239;775.8;39.027
-33.6013;-70.5242;775.4;39.052
-33.6013;-70.5244;775.4;39.075
-33.6013;-70.5246;775.4;39.096
-33.6013;-70.5248;775.2;39.113
-33.6013;-70.5251;775.3;39.134
-33.6013;-70.5253;774.9;39.155
-33.6013;-70.5255;774.4;39.173
-33.6013;-70.5256;774.2;39.189
-33.6013;-70.5258;773.6;39.205
-33.6013;-70.526;773.5;39.219
-33.6014;-70.5261;773.2;39.234
-33.6014;-70.5263;773.1;39.249
-33.6015;-70.5264;772.8;39.263
-33.6016;-70.5265;772.4;39.276
-33.6017;-70.5266;771.8;39.29
-33.6018;-70.5267;771.9;39.303
-33.6019;-70.5267;771.7;39.318
-33.602;-70.5267;771.6;39.33
-33.6021;-70.5267;771.6;39.343
-33.6022;-70.5267;771.4;39.356
-33.6023;-70.5267;771.2;39.367
-33.6024;-70.5266;771.3;39.378
-33.6025;-70.5265;771.6;39.39
-33.6025;-70.5264;772.1;39.405
-33.6025;-70.5262;772.9;39.424
-33.6025;-70.526;773.6;39.443
-33.6025;-70.5258;773.8;39.459
-33.6024;-70.5256;772.9;39.475
-33.6024;-70.5254;772.1;39.494
-33.6023;-70.5253;771.4;39.511
-33.6023;-70.5251;770.8;39.527
-33.6023;-70.5249;770.5;39.543
-33.6023;-70.5248;770.4;39.558
-33.6023;-70.5246;770.4;39.572
-33.6023;-70.5245;770.3;39.587
-33.6023;-70.5243;770.3;39.601
-33.6024;-70.5242;770.2;39.615
-33.6024;-70.5241;770.2;39.629
-33.6025;-70.524;770.6;39.641
-33.6026;-70.5239;771.9;39.656
-33.6027;-70.5238;773.1;39.67
-33.6029;-70.5237;774.2;39.685
-33.603;-70.5237;775.2;39.699
-33.6031;-70.5236;776.0;39.712
-33.6032;-70.5235;776.8;39.725
-33.6033;-70.5235;777.4;39.739
-33.6034;-70.5234;777.0;39.752
-33.6035;-70.5233;776.3;39.763
-33.6036;-70.5232;775.5;39.775
-33.6036;-70.5231;774.7;39.787
-33.6037;-70.523;773.8;39.8
-33.6037;-70.5229;773.0;39.813
-33.6038;-70.5227;772.1;39.827
-33.6038;-70.5226;771.4;39.84
-33.6038;-70.5225;770.8;39.852
-33.6038;-70.5223;770.9;39.864
-33.6038;-70.5222;771.0;39.877
-33.6037;-70.5221;771.1;39.889
-33.6037;-70.522;771.3;39.901
-33.6036;-70.5218;771.6;39.914
-33.6036;-70.5217;771.9;39.925
-33.6035;-70.5216;772.4;39.938
-33.6034;-70.5216;773.5;39.95
-33.6033;-70.5215;774.6;39.962
-33.6032;-70.5214;775.2;39.975
-33.6032;-70.5213;775.6;39.986
-33.6031;-70.5212;776.0;40.0
-33.603;-70.5211;776.3;40.013
-33.6029;-70.521;776.6;40.027
-33.6028;-70.5209;776.8;40.04
-33.6027;-70.5208;776.8;40.054
-33.6026;-70.5208;776.8;40.068
-33.6025;-70.5206;776.9;40.082
-33.6024;-70.5205;777.6;40.097
-33.6023;-70.5204;778.2;40.112
-33.6022;-70.5203;778.8;40.127
-33.6021;-70.5202;779.3;40.142
-33.602;-70.5201;779.8;40.156
-33.602;-70.5199;780.1;40.169
-33.6019;-70.5198;780.2;40.182
