Time (s),1. Current A(RMS) (1),,Time (s),1. Target Id A (0.0625),,Time (s),1. Id A (0.0625),,Time (s),1. Battery Current A (0.0625),,Time (s),1. Target torque % of peak (0.1),,Time (s),1. Velocity RPM (1),,Time (s),1. Torque actual value Nm (0.0625),,Time (s),1. Battery Voltage V (0.0625),,Time (s),1. Heatsink Temperature DegC (1),,Time (s),1. Torque demand value Nm (0.0625),,Time (s),1. Uq V (0.0625),,Time (s),0x0081_Low_batt  ,,Time (s),1. Throttle Input Voltage V (0.00390625),,Time (s),1. Ud V (0.0625),,Time (s),1. Target Iq A (0.0625),,Time (s),0x0081_Supply_critical  ,,Time (s),1. Iq A (0.0625),,
453.2431,45,,453.2832,0.0,,453.2832,-0.3125,,453.2629,5.375,,453.2435,-26.900000000000002,,453.2431,-47,,453.2633,-38.875,,453.2629,107.6875,,453.2629,47,,453.2431,-37.625,,453.2633,-3.8125,,,,,453.2832,2.38671875,,453.2832,0.25,,453.2633,-46.75,,,,,453.2633,-45.1875,,
453.2631,45,,453.3033,0.0,,453.3033,0.375,,453.2829,5.375,,453.2635,-28.1,,453.2631,-47,,453.2831,-38.875,,453.2829,107.625,,453.2829,47,,453.2631,-39.25,,453.2831,-3.375,,,,,453.3033,2.39453125,,453.3033,0.125,,453.2831,-46.75,,,,,453.2831,-48.125,,
453.283,47,,453.3232,0.0,,453.3232,-1.6875,,453.3029,5.375,,453.2833,-27.700000000000003,,453.283,-47,,453.3032,-38.1875,,453.3029,107.75,,453.3029,47,,453.283,-38.6875,,453.3032,-3.625,,,,,453.3232,2.421875,,453.3232,0.5625,,453.3032,-45.9375,,,,,453.3032,-46.4375,,
453.303,46,,453.3432,0.0,,453.3432,0.0625,,453.3228,5.375,,453.3034,-27.200000000000003,,453.303,-46,,453.3231,-39.5,,453.3228,107.625,,453.3228,47,,453.303,-38.0,,453.3231,-3.8125,,,,,453.3432,2.4140625,,453.3432,0.125,,453.3231,-47.5625,,,,,453.3231,-47.6875,,
453.323,46,,453.3632,0.0,,453.3632,-1.625,,453.3428,5.375,,453.3233,-28.6,,453.323,-46,,453.3431,-40.1875,,453.3428,107.6875,,453.3428,47,,453.323,-40.0,,453.3431,-3.625,,,,,453.3632,2.40625,,453.3632,0.4375,,453.3431,-48.375,,,,,453.3431,-48.125,,
453.343,48,,453.3833,0.0,,453.3833,-0.375,,453.3628,5.4375,,453.3433,-28.8,,453.343,-46,,453.3631,-41.1875,,453.3628,107.625,,453.3628,47,,453.343,-40.25,,453.3631,-3.4375,,,,,453.3833,2.39453125,,453.3833,0.125,,453.3631,-49.5625,,,,,453.3631,-49.8125,,
453.363,48,,453.4033,0.0,,453.4033,-1.5,,453.3829,5.5,,453.3633,-29.700000000000003,,453.363,-46,,453.3832,-41.3125,,453.3829,107.6875,,453.3829,47,,453.363,-41.5,,453.3832,-3.625,,,,,453.4033,2.421875,,453.4033,0.25,,453.3832,-49.75,,,,,453.3832,-50.0,,
453.3831,50,,453.4233,0.0,,453.4233,1.0625,,453.4029,5.5625,,453.3834,-29.5,,453.3831,-46,,453.4032,-40.9375,,453.4029,107.625,,453.4029,47,,453.3831,-41.25,,453.4032,-3.625,,,,,453.4233,2.40625,,453.4233,-0.0625,,453.4032,-49.25,,,,,453.4032,-49.75,,
453.4031,48,,453.4433,0.0,,453.4433,-1.75,,453.4229,5.625,,453.4034,-29.200000000000003,,453.4031,-46,,453.4232,-40.4375,,453.4229,107.625,,453.4229,47,,453.4031,-40.8125,,453.4232,-3.5625,,,,,453.4433,2.38671875,,453.4433,0.5,,453.4232,-48.625,,,,,453.4232,-49.3125,,
453.4231,47,,453.4633,0.0,,453.4633,0.875,,453.4429,5.625,,453.4234,-28.8,,453.4231,-45,,453.4432,-41.1875,,453.4429,107.625,,453.4429,47,,453.4231,-40.25,,453.4432,-3.5,,,,,453.4633,2.37109375,,453.4633,0.0625,,453.4432,-49.5625,,,,,453.4432,-49.375,,
453.4431,49,,453.4832,0.0,,453.4832,0.375,,453.4629,5.6875,,453.4434,-29.700000000000003,,453.4431,-45,,453.4632,-41.0,,453.4629,107.6875,,453.4629,47,,453.4431,-41.5,,453.4632,-3.5625,,,,,453.4832,2.40625,,453.4832,0.0625,,453.4632,-49.3125,,,,,453.4632,-50.875,,
453.4631,48,,453.5033,0.0,,453.5033,-0.75,,453.4828,5.6875,,453.4634,-29.200000000000003,,453.4631,-45,,453.483,-40.25,,453.4828,107.625,,453.4828,47,,453.4631,-40.8125,,453.483,-3.625,,,,,453.5033,2.421875,,453.5033,0.375,,453.483,-48.375,,,,,453.483,-49.0,,
453.4829,48,,453.5232,0.0,,453.5232,-0.875,,453.5029,5.6875,,453.4833,-28.6,,453.4829,-45,,453.5032,-39.4375,,453.5029,107.6875,,453.5029,47,,453.4829,-40.0,,453.5032,-3.5625,,,,,453.5232,2.37890625,,453.5232,0.3125,,453.5032,-47.5,,,,,453.5032,-48.0625,,
453.5031,45,,453.5432,0.0,,453.5432,-1.3125,,453.5228,5.625,,453.5034,-28.1,,453.5031,-44,,453.523,-40.4375,,453.5228,107.75,,453.5228,47,,453.5031,-39.25,,453.523,-3.5,,,,,453.5432,2.39453125,,453.5432,0.375,,453.523,-48.6875,,,,,453.523,-48.4375,,
453.5229,47,,453.5632,0.0,,453.5632,0.875,,453.5428,5.625,,453.5232,-29.200000000000003,,453.5229,-44,,453.543,-41.375,,453.5428,107.625,,453.5428,47,,453.5229,-40.8125,,453.543,-3.5625,,,,,453.5632,2.40625,,453.5632,-0.0625,,453.543,-49.75,,,,,453.543,-51.0,,
453.5429,49,,453.5832,0.0,,453.5832,-0.0625,,453.5628,5.625,,453.5432,-29.700000000000003,,453.5429,-44,,453.563,-40.0625,,453.5628,107.6875,,453.5628,47,,453.5429,-41.5,,453.563,-3.75,,,,,453.5832,2.421875,,453.5832,0.1875,,453.563,-48.1875,,,,,453.563,-49.125,,
453.5629,48,,453.6031,0.0,,453.6031,-0.1875,,453.5828,5.625,,453.5632,-28.3,,453.5629,-44,,453.583,-40.125,,453.5828,107.6875,,453.5828,47,,453.5629,-39.5625,,453.583,-3.3125,,,,,453.6031,2.421875,,453.6031,0.125,,453.583,-48.25,,,,,453.583,-49.6875,,
453.5829,49,,453.6231,0.0,,453.6231,0.6875,,453.6028,5.625,,453.5832,-28.8,,453.5829,-44,,453.603,-40.6875,,453.6028,107.625,,453.6028,47,,453.5829,-40.25,,453.603,-3.4375,,,,,453.6231,2.39453125,,453.6231,-0.0625,,453.603,-48.9375,,,,,453.603,-49.4375,,
453.6029,49,,453.6431,0.0,,453.6431,-1.6875,,453.6227,5.625,,453.6032,-29.200000000000003,,453.6029,-44,,453.623,-41.375,,453.6227,107.625,,453.6227,47,,453.6029,-40.8125,,453.623,-3.4375,,,,,453.6431,2.421875,,453.6431,0.1875,,453.623,-49.75,,,,,453.623,-50.3125,,
453.6229,50,,453.6631,0.0,,453.6631,1.125,,453.6427,5.625,,453.6232,-29.700000000000003,,453.6229,-44,,453.643,-41.5,,453.6427,107.6875,,453.6427,47,,453.6229,-41.5,,453.643,-3.5,,,,,453.6631,2.421875,,453.6631,-0.0625,,453.643,-49.9375,,,,,453.643,-49.9375,,
453.6429,49,,453.6831,0.0,,453.6831,-1.0625,,453.6627,5.6875,,453.6432,-29.700000000000003,,453.6429,-44,,453.663,-40.5625,,453.6627,107.625,,453.6627,47,,453.6429,-41.5,,453.663,-3.625,,,,,453.6831,2.4296875,,453.6831,0.375,,453.663,-48.8125,,,,,453.663,-49.1875,,
453.6629,49,,453.7031,0.0,,453.7031,-0.5625,,453.6827,5.625,,453.6632,-28.8,,453.6629,-43,,453.683,-41.1875,,453.6827,107.6875,,453.6827,47,,453.6629,-40.25,,453.683,-3.75,,,,,453.7031,2.38671875,,453.7031,0.25,,453.683,-49.5625,,,,,453.683,-48.375,,
453.6829,49,,453.7231,0.0,,453.7231,0.5,,453.7027,5.625,,453.6832,-29.700000000000003,,453.6829,-43,,453.703,-41.5,,453.7027,107.6875,,453.7027,47,,453.6829,-41.5,,453.703,-3.625,,,,,453.7231,2.421875,,453.7231,0.0,,453.703,-49.9375,,,,,453.703,-49.5625,,
453.7029,48,,453.7431,0.0,,453.7431,-0.375,,453.7227,5.6875,,453.7032,-29.700000000000003,,453.7029,-43,,453.723,-41.875,,453.7227,107.6875,,453.7227,47,,453.7029,-41.5,,453.723,-3.5,,,,,453.7431,2.44921875,,453.7431,0.25,,453.723,-50.375,,,,,453.723,-50.625,,
453.7228,51,,453.7631,0.0,,453.7631,-0.3125,,453.7427,5.6875,,453.7232,-30.0,,453.7228,-43,,453.743,-40.5,,453.7427,107.6875,,453.7427,47,,453.7228,-41.9375,,453.743,-3.5,,,,,453.7631,2.46484375,,453.7631,0.25,,453.743,-48.75,,,,,453.743,-49.9375,,
453.7428,50,,453.7834,0.0,,453.7834,-1.625,,453.7627,5.6875,,453.7432,-28.6,,453.7428,-43,,453.763,-41.125,,453.7627,107.75,,453.7627,47,,453.7428,-40.0,,453.763,-3.75,,,,,453.7834,2.4765625,,453.7834,0.4375,,453.763,-49.5,,,,,453.763,-48.125,,
453.7628,49,,453.8031,0.0,,453.8031,-0.4375,,453.783,5.6875,,453.7632,-29.700000000000003,,453.7628,-42,,453.7832,-42.4375,,453.783,107.625,,453.783,47,,453.7628,-41.5,,453.7832,-3.4375,,,,,453.8031,2.51171875,,453.8031,0.1875,,453.7832,-51.0625,,,,,453.7832,-51.125,,
453.7831,50,,453.8232,0.0,,453.8232,0.6875,,453.8027,5.6875,,453.7834,-30.6,,453.7831,-43,,453.803,-43.3125,,453.8027,107.625,,453.8027,47,,453.7831,-42.75,,453.803,-3.3125,,,,,453.8232,2.6171875,,453.8232,0.0,,453.803,-52.125,,,,,453.803,-53.3125,,
453.8029,53,,453.8432,0.0,,453.8432,1.0,,453.8228,5.75,,453.8032,-31.1,,453.8029,-42,,453.8231,-43.875,,453.8228,107.625,,453.8228,47,,453.8029,-43.5,,453.8231,-3.5,,,,,453.8432,2.67578125,,453.8432,-0.0625,,453.8231,-52.8125,,,,,453.8231,-53.0,,
453.823,52,,453.8631,0.0,,453.8631,-0.6875,,453.8427,5.8125,,453.8233,-31.5,,453.823,-42,,453.8431,-45.1875,,453.8427,107.5625,,453.8427,47,,453.823,-44.0,,453.8431,-3.3125,,,,,453.8631,2.72265625,,453.8631,0.1875,,453.8431,-54.375,,,,,453.8431,-54.9375,,
453.8429,55,,453.8832,0.0,,453.8832,-1.8125,,453.8627,5.875,,453.8433,-32.6,,453.8429,-42,,453.863,-49.125,,453.8627,107.625,,453.8627,47,,453.8429,-45.5625,,453.863,-3.9375,,,,,453.8832,2.6953125,,453.8832,0.375,,453.863,-59.125,,,,,453.863,-55.75,,
453.8629,56,,453.9031,0.0,,453.9031,-0.6875,,453.8827,6.125,,453.8632,-36.0,,453.8629,-41,,453.8831,-52.375,,453.8827,107.5625,,453.8827,47,,453.8629,-50.3125,,453.8831,-4.0,,,,,453.9031,2.7109375,,453.9031,0.0625,,453.8831,-63.0,,,,,453.8831,-60.375,,
453.8829,61,,453.9232,0.0,,453.9232,-1.75,,453.9027,6.375,,453.8833,-37.9,,453.8829,-41,,453.903,-54.5625,,453.9027,107.5625,,453.9027,47,,453.8829,-53.0,,453.903,-3.9375,,,,,453.9232,2.7578125,,453.9232,0.3125,,453.903,-65.6875,,,,,453.903,-64.0,,
453.9029,64,,453.9432,0.0,,453.9432,-1.25,,453.9227,6.6875,,453.9032,-39.400000000000006,,453.9029,-41,,453.923,-54.125,,453.9227,107.625,,453.9227,47,,453.9029,-55.0625,,453.923,-3.875,,,,,453.9432,2.74609375,,453.9432,0.3125,,453.923,-65.125,,,,,453.923,-65.125,,
453.9229,65,,453.9632,0.0,,453.9632,3.6875,,453.9427,6.9375,,453.9232,-38.5,,453.9229,-41,,453.943,-54.375,,453.9427,107.625,,453.9427,47,,453.9229,-53.8125,,453.943,-4.0625,,,,,453.9632,2.74609375,,453.9632,-0.75,,453.943,-65.375,,,,,453.943,-63.8125,,
453.9429,64,,453.9832,0.0,,453.9832,0.4375,,453.9627,7.125,,453.9432,-39.0,,453.9429,-40,,453.963,-56.1875,,453.9627,107.5625,,453.9627,47,,453.9429,-54.5,,453.963,-3.625,,,,,453.9832,2.7578125,,453.9832,-0.125,,453.963,-67.625,,,,,453.963,-67.5625,,
453.9629,66,,454.0032,0.0,,454.0032,0.125,,453.9827,7.375,,453.9632,-40.6,,453.9629,-40,,453.983,-56.375,,453.9827,107.5,,453.9827,47,,453.9629,-56.75,,453.983,-3.9375,,,,,454.0032,2.7578125,,454.0032,-0.0625,,453.983,-67.8125,,,,,453.983,-67.625,,
453.9829,68,,454.0231,0.0,,454.0231,-1.8125,,454.0027,7.5625,,453.9832,-40.2,,453.9829,-40,,454.003,-56.1875,,454.0027,107.5625,,454.0027,47,,453.9829,-56.1875,,454.003,-3.875,,,,,454.0231,2.80078125,,454.0231,0.4375,,454.003,-67.625,,,,,454.003,-68.0,,
454.0029,68,,454.0431,0.0,,454.0431,1.375,,454.0227,7.75,,454.0032,-40.2,,454.0029,-40,,454.023,-56.625,,454.0227,107.5625,,454.0227,47,,454.0029,-56.1875,,454.023,-3.8125,,,,,454.0431,2.81640625,,454.0431,-0.25,,454.023,-68.125,,,,,454.023,-68.25,,
454.0229,68,,454.0631,0.0,,454.0631,0.25,,454.0427,7.875,,454.0232,-40.6,,454.0229,-40,,454.043,-56.75,,454.0427,107.5,,454.0427,47,,454.0229,-56.75,,454.043,-3.5625,,,,,454.0631,2.8359375,,454.0631,-0.125,,454.043,-68.3125,,,,,454.043,-69.5,,
454.0429,68,,454.0831,0.0,,454.0831,-0.375,,454.0627,8.0,,454.0432,-40.6,,454.0429,-40,,454.063,-58.125,,454.0627,107.5625,,454.0627,47,,454.0429,-56.75,,454.063,-3.875,,,,,454.0831,2.8515625,,454.0831,0.0625,,454.063,-69.9375,,,,,454.063,-69.125,,
454.0629,69,,454.1031,0.0,,454.1031,-1.3125,,454.0827,8.125,,454.0632,-41.900000000000006,,454.0629,-40,,454.083,-59.125,,454.0827,107.5,,454.0827,47,,454.0629,-58.5625,,454.083,-3.75,,,,,454.1031,2.88671875,,454.1031,0.25,,454.083,-71.125,,,,,454.083,-71.3125,,
454.0829,70,,454.1231,0.0,,454.1231,1.0625,,454.1027,8.25,,454.0832,-42.400000000000006,,454.0829,-39,,454.103,-60.0,,454.1027,107.5,,454.1027,47,,454.0829,-59.25,,454.103,-4.0,,,,,454.1231,2.88671875,,454.1231,-0.25,,454.103,-72.1875,,,,,454.103,-71.375,,
454.1029,71,,454.143,0.0,,454.143,-0.6875,,454.1227,8.4375,,454.1032,-43.1,,454.1029,-39,,454.123,-60.8125,,454.1227,107.5,,454.1227,47,,454.1029,-60.25,,454.123,-3.875,,,,,454.143,2.87109375,,454.143,0.0625,,454.123,-73.125,,,,,454.123,-73.25,,
454.1229,71,,454.163,0.0,,454.163,-0.125,,454.1427,8.5625,,454.1232,-43.6,,454.1229,-39,,454.1429,-62.125,,454.1427,107.5625,,454.1427,47,,454.1229,-60.9375,,454.1429,-4.0,,,,,454.163,2.84375,,454.163,-0.0625,,454.1429,-74.75,,,,,454.1429,-73.875,,
454.1428,74,,454.1831,0.0,,454.1831,-1.1875,,454.1627,8.75,,454.1431,-44.7,,454.1428,-39,,454.1629,-62.5,,454.1627,107.4375,,454.1627,47,,454.1428,-62.5,,454.1629,-4.25,,,,,454.1831,2.86328125,,454.1831,0.1875,,454.1629,-75.1875,,,,,454.1629,-73.875,,
454.1628,74,,454.2031,0.0,,454.2031,0.5625,,454.1827,8.9375,,454.1631,-44.7,,454.1628,-39,,454.183,-62.0,,454.1827,107.5,,454.1827,47,,454.1628,-62.5,,454.183,-3.875,,,,,454.2031,2.93359375,,454.2031,-0.1875,,454.183,-74.5625,,,,,454.183,-75.4375,,
454.1828,74,,454.2231,0.0,,454.2231,0.0,,454.2027,9.0625,,454.1832,-44.2,,454.1828,-39,,454.203,-60.875,,454.2027,107.5,,454.2027,47,,454.1828,-61.8125,,454.203,-3.875,,,,,454.2231,2.984375,,454.2231,-0.0625,,454.203,-73.25,,,,,454.203,-74.5,,
454.2028,73,,454.2431,0.0,,454.2431,-0.5,,454.2226,9.125,,454.2032,-43.300000000000004,,454.2028,-39,,454.2229,-61.3125,,454.2226,107.5,,454.2226,47,,454.2028,-60.5625,,454.2229,-3.75,,,,,454.2431,3.01171875,,454.2431,0.0,,454.2229,-73.75,,,,,454.2229,-74.625,,
454.2228,73,,454.2631,0.0,,454.2631,-1.5,,454.2427,9.1875,,454.2231,-44.0,,454.2228,-39,,454.2429,-63.8125,,454.2427,107.5,,454.2427,47,,454.2228,-61.5,,454.2429,-4.0,,,,,454.2631,3.0390625,,454.2631,0.1875,,454.2429,-76.75,,,,,454.2429,-75.3125,,
454.2428,75,,454.2831,0.0,,454.2831,1.0,,454.2626,9.375,,454.2431,-46.2,,454.2428,-39,,454.2629,-66.4375,,454.2626,107.375,,454.2626,47,,454.2428,-64.5625,,454.2629,-3.9375,,,,,454.2831,3.07421875,,454.2831,-0.375,,454.2629,-79.875,,,,,454.2629,-79.3125,,
454.2628,78,,454.3031,0.0,,454.3031,2.1875,,454.2826,9.5625,,454.2631,-47.900000000000006,,454.2628,-39,,454.2829,-67.8125,,454.2826,107.4375,,454.2826,47,,454.2628,-67.0,,454.2829,-3.8125,,,,,454.3031,3.1171875,,454.3031,-0.625,,454.2829,-81.5625,,,,,454.2829,-82.1875,,
454.2828,82,,454.3231,0.0,,454.3231,-0.375,,454.3026,9.8125,,454.2831,-48.7,,454.2828,-39,,454.3029,-69.0625,,454.3026,107.4375,,454.3026,47,,454.2828,-68.0625,,454.3029,-4.3125,,,,,454.3231,3.125,,454.3231,-0.0625,,454.3029,-83.125,,,,,454.3029,-81.6875,,
454.3028,82,,454.343,0.0,,454.343,-2.1875,,454.3227,10.0625,,454.3031,-49.6,,454.3028,-39,,454.3229,-70.625,,454.3227,107.375,,454.3227,47,,454.3028,-69.375,,454.3229,-4.25,,,,,454.343,3.14453125,,454.343,0.3125,,454.3229,-84.9375,,,,,454.3229,-83.875,,
454.3228,85,,454.3634,0.0,,454.3634,-0.0625,,454.3426,10.3125,,454.3231,-50.800000000000004,,454.3228,-40,,454.3429,-72.5,,454.3426,107.4375,,454.3426,47,,454.3228,-71.0,,454.3429,-4.0625,,,,,454.3634,3.1328125,,454.3634,-0.375,,454.3429,-87.25,,,,,454.3429,-87.125,,
454.3428,86,,454.3832,0.0,,454.3832,0.375,,454.3629,10.625,,454.3431,-52.2,,454.3428,-40,,454.3632,-73.1875,,454.3629,107.375,,454.3629,47,,454.3428,-73.0,,454.3632,-4.0,,,,,454.3832,3.16796875,,454.3832,-0.3125,,454.3632,-88.0625,,,,,454.3632,-89.125,,
454.3631,87,,454.4031,0.0,,454.4031,-1.5625,,454.3828,10.875,,454.3634,-52.400000000000006,,454.3631,-39,,454.383,-73.9375,,454.3828,107.375,,454.3828,47,,454.3631,-73.25,,454.383,-4.125,,,,,454.4031,3.1875,,454.4031,0.1875,,454.383,-88.9375,,,,,454.383,-88.8125,,
454.3829,88,,454.4231,0.0,,454.4231,0.125,,454.4027,11.1875,,454.3832,-53.0,,454.3829,-39,,454.403,-73.8125,,454.4027,107.4375,,454.4027,47,,454.3829,-74.125,,454.403,-4.1875,,,,,454.4231,3.16796875,,454.4231,-0.125,,454.403,-88.8125,,,,,454.403,-89.6875,,
454.4029,88,,454.4431,0.0,,454.4431,0.3125,,454.4228,11.375,,454.4032,-52.7,,454.4029,-40,,454.423,-74.875,,454.4228,107.5,,454.4228,47,,454.4029,-73.6875,,454.423,-4.1875,,,,,454.4431,3.16796875,,454.4431,-0.375,,454.423,-90.0625,,,,,454.423,-89.875,,
454.4229,89,,454.4631,0.0,,454.4631,0.4375,,454.4427,11.5625,,454.4232,-53.800000000000004,,454.4229,-39,,454.443,-75.875,,454.4427,107.4375,,454.4427,47,,454.4229,-75.25,,454.443,-4.25,,,,,454.4631,3.15234375,,454.4631,-0.25,,454.443,-91.3125,,,,,454.443,-90.875,,
454.4429,91,,454.4831,0.0,,454.4831,0.0625,,454.4627,11.75,,454.4432,-54.400000000000006,,454.4429,-39,,454.463,-75.5,,454.4627,107.375,,454.4627,47,,454.4429,-76.0625,,454.463,-4.375,,,,,454.4831,3.16015625,,454.4831,-0.125,,454.463,-90.8125,,,,,454.463,-90.75,,
454.4629,91,,454.5031,0.0,,454.5031,-2.9375,,454.4827,11.9375,,454.4632,-53.800000000000004,,454.4629,-38,,454.483,-75.25,,454.4827,107.375,,454.4827,47,,454.4629,-75.25,,454.483,-4.375,,,,,454.5031,3.16015625,,454.5031,0.5,,454.483,-90.5625,,,,,454.483,-90.5,,
454.4829,89,,454.5231,0.0,,454.5231,3.25,,454.5027,12.0625,,454.4832,-53.800000000000004,,454.4829,-38,,454.503,-74.6875,,454.5027,107.375,,454.5027,47,,454.4829,-75.25,,454.503,-4.25,,,,,454.5231,3.1328125,,454.5231,-0.75,,454.503,-89.875,,,,,454.503,-90.4375,,
454.5029,89,,454.5431,0.0,,454.5431,1.1875,,454.5227,12.125,,454.5032,-53.300000000000004,,454.5029,-39,,454.523,-74.75,,454.5227,107.5,,454.5227,47,,454.5029,-74.5,,454.523,-4.25,,,,,454.5431,3.109375,,454.5431,-0.375,,454.523,-89.9375,,,,,454.523,-89.8125,,
454.5229,90,,454.5631,0.0,,454.5631,0.375,,454.5427,12.1875,,454.5232,-53.5,,454.5229,-38,,454.543,-74.8125,,454.5427,107.375,,454.5427,47,,454.5229,-74.8125,,454.543,-4.3125,,,,,454.5631,3.1328125,,454.5631,-0.3125,,454.543,-90.0,,,,,454.543,-89.375,,
454.5428,89,,454.5832,0.0,,454.5832,1.5625,,454.5627,12.1875,,454.5432,-53.5,,454.5428,-38,,454.563,-74.0,,454.5627,107.375,,454.5627,47,,454.5428,-74.8125,,454.563,-4.125,,,,,454.5832,3.1875,,454.5832,-0.5,,454.563,-89.0,,,,,454.563,-90.0625,,
454.5629,90,,454.6033,0.0,,454.6033,-2.375,,454.5828,12.1875,,454.5632,-52.7,,454.5629,-37,,454.583,-72.875,,454.5828,107.4375,,454.5828,47,,454.5629,-73.6875,,454.583,-4.25,,,,,454.6033,3.1875,,454.6033,0.375,,454.583,-87.6875,,,,,454.583,-88.125,,
454.5829,88,,454.6231,0.0,,454.6231,2.375,,454.6028,12.1875,,454.5832,-51.900000000000006,,454.5829,-38,,454.6031,-73.4375,,454.6028,107.4375,,454.6028,47,,454.5829,-72.5625,,454.6031,-4.0625,,,,,454.6231,3.16015625,,454.6231,-0.6875,,454.6031,-88.3125,,,,,454.6031,-89.0,,
454.603,87,,454.6431,0.0,,454.6431,0.3125,,454.6227,12.1875,,454.6033,-52.7,,454.603,-38,,454.623,-75.5,,454.6227,107.4375,,454.6227,47,,454.603,-73.6875,,454.623,-3.9375,,,,,454.6431,3.1328125,,454.6431,-0.3125,,454.623,-90.8125,,,,,454.623,-91.25,,
454.6229,89,,454.6632,0.0,,454.6632,-0.0625,,454.6427,12.25,,454.6232,-54.400000000000006,,454.6229,-38,,454.643,-76.0625,,454.6427,107.375,,454.6427,47,,454.6229,-76.0625,,454.643,-4.1875,,,,,454.6632,3.09765625,,454.6632,-0.25,,454.643,-91.5,,,,,454.643,-91.8125,,
454.6429,91,,454.6835,0.0,,454.6835,-0.5,,454.6627,12.375,,454.6432,-54.400000000000006,,454.6429,-38,,454.6631,-75.125,,454.6627,107.375,,454.6627,47,,454.6429,-76.0625,,454.6631,-4.375,,,,,454.6835,3.14453125,,454.6835,0.625,,454.6631,-90.375,,,,,454.6631,-90.5625,,
454.663,90,,454.7032,0.0,,454.7032,-0.4375,,454.6832,12.375,,454.6633,-53.5,,454.663,-38,,454.6834,-74.0,,454.6832,107.375,,454.6832,47,,454.663,-74.8125,,454.6834,-4.0625,,,,,454.7032,3.1796875,,454.7032,0.0,,454.6834,-89.0,,,,,454.6834,-90.3125,,
454.6833,90,,454.7232,0.0,,454.7232,0.3125,,454.7027,12.375,,454.6836,-52.7,,454.6833,-39,,454.7031,-72.4375,,454.7027,107.4375,,454.7027,47,,454.6833,-73.6875,,454.7031,-3.875,,,,,454.7232,3.1796875,,454.7232,-0.1875,,454.7031,-87.125,,,,,454.7031,-89.8125,,
454.703,88,,454.7432,0.0,,454.7432,-0.6875,,454.7227,12.3125,,454.7033,-51.5,,454.703,-38,,454.7231,-73.625,,454.7227,107.375,,454.7227,47,,454.703,-72.0,,454.7231,-3.9375,,,,,454.7432,3.1796875,,454.7432,-0.0625,,454.7231,-88.5625,,,,,454.7231,-89.125,,
454.723,87,,454.7632,0.0,,454.7632,-0.125,,454.7427,12.3125,,454.7233,-53.0,,454.723,-38,,454.7431,-75.375,,454.7427,107.3125,,454.7427,47,,454.723,-74.125,,454.7431,-4.25,,,,,454.7632,3.1796875,,454.7632,-0.1875,,454.7431,-90.6875,,,,,454.7431,-89.9375,,
454.7429,90,,454.7832,0.0,,454.7832,-2.5,,454.7627,12.3125,,454.7433,-54.2,,454.7429,-38,,454.7631,-75.75,,454.7627,107.375,,454.7627,47,,454.7429,-75.75,,454.7631,-4.0625,,,,,454.7832,3.22265625,,454.7832,0.375,,454.7631,-91.125,,,,,454.7631,-91.9375,,
454.763,91,,454.8032,0.0,,454.8032,0.5,,454.7827,12.375,,454.7633,-54.2,,454.763,-38,,454.7831,-75.75,,454.7827,107.375,,454.7827,47,,454.763,-75.75,,454.7831,-4.25,,,,,454.8032,3.23828125,,454.8032,-0.25,,454.7831,-91.125,,,,,454.7831,-91.25,,
454.7829,91,,454.8232,0.0,,454.8232,1.5,,454.8027,12.4375,,454.7833,-54.2,,454.7829,-38,,454.8031,-75.75,,454.8027,107.375,,454.8027,47,,454.7829,-75.75,,454.8031,-4.25,,,,,454.8232,3.21484375,,454.8232,-0.5,,454.8031,-91.125,,,,,454.8031,-91.0,,
454.8029,90,,454.8432,0.0,,454.8432,-0.4375,,454.8227,12.5,,454.8033,-54.2,,454.8029,-38,,454.8231,-77.25,,454.8227,107.3125,,454.8227,47,,454.8029,-75.75,,454.8231,-4.25,,,,,454.8432,3.16796875,,454.8432,-0.1875,,454.8231,-92.9375,,,,,454.8231,-92.5,,
454.823,91,,454.8632,0.0,,454.8632,-0.1875,,454.8427,12.5625,,454.8233,-55.6,,454.823,-38,,454.8431,-78.3125,,454.8427,107.3125,,454.8427,47,,454.823,-77.75,,454.8431,-4.3125,,,,,454.8632,3.16796875,,454.8632,-0.1875,,454.8431,-94.1875,,,,,454.8431,-93.9375,,
454.8429,94,,454.8831,0.0,,454.8831,-1.9375,,454.8627,12.6875,,454.8432,-56.1,,454.8429,-38,,454.863,-77.625,,454.8627,107.25,,454.8627,47,,454.8429,-78.4375,,454.863,-4.4375,,,,,454.8831,3.21484375,,454.8831,0.25,,454.863,-93.375,,,,,454.863,-93.375,,
454.8629,94,,454.9032,0.0,,454.9032,0.8125,,454.8827,12.75,,454.8632,-55.300000000000004,,454.8629,-38,,454.8829,-75.8125,,454.8827,107.375,,454.8827,47,,454.8629,-77.3125,,454.8829,-4.5,,,,,454.9032,3.23828125,,454.9032,-0.3125,,454.8829,-91.1875,,,,,454.8829,-91.25,,
454.8828,91,,454.9232,0.0,,454.9232,-1.0,,454.9027,12.75,,454.8831,-53.800000000000004,,454.8828,-38,,454.9031,-75.25,,454.9027,107.3125,,454.9027,47,,454.8828,-75.25,,454.9031,-4.1875,,,,,454.9232,3.23046875,,454.9232,0.0625,,454.9031,-90.5625,,,,,454.9031,-91.5625,,
