Time (s),2. Iq A (0.0625),,Time (s),1. Current A(RMS) (1),,Time (s),1. Target Id A (0.0625),,Time (s),2. RPDO Target torque % of peak (0.1),,Time (s),1. Id A (0.0625),,Time (s),2. RPDO Maximum motor speed RPM (1),,Time (s),2. Id A (0.0625),,Time (s),2. Battery Voltage V (0.0625),,Time (s),1. Battery Current A (0.0625),,Time (s),2. Torque demand value Nm (0.0625),,Time (s),1. Velocity RPM (1),,Time (s),1. Torque actual value Nm (0.0625),,Time (s),2. Velocity RPM (1),,Time (s),2. Torque % of peak (0.1),,Time (s),1. RPDO statusword - right motor  (1),,Time (s),1. Max velocity - right motor RPM (1),,Time (s),2. Target Iq A (0.0625),,Time (s),2. RPDO controlword  (1),,Time (s),1. RPDO Actual torque - right motor  (0.001),,Time (s),1. Target torque - right motor  (0.001),,Time (s),2. Current A(RMS) (1),,Time (s),2. Target Id A (0.0625),,Time (s),1. Battery Voltage V (0.0625),,Time (s),1. Heatsink Temperature DegC (1),,Time (s),2. Heatsink Temperature DegC (1),,Time (s),1. Uq V (0.0625),,Time (s),1. Torque demand value Nm (0.0625),,Time (s),2. Uq V (0.0625),,Time (s),2. Battery Current A (0.0625),,Time (s),1. RPDO Velocity actual value - right motor RPM (1),,Time (s),2. Torque actual value Nm (0.0625),,Time (s),1. Throttle Input Voltage V (0.00390625),,Time (s),2. Throttle Input Voltage V (0.00390625),,Time (s),2. statusword  (1),,Time (s),1. Ud V (0.0625),,Time (s),1. controlword - right motor  (1),,Time (s),1. Target Iq A (0.0625),,Time (s),2. Ud V (0.0625),,Time (s),1. Iq A (0.0625),,
96.6068,-0.0625,,96.6041,0,,96.6043,0.0,,96.6238,0.0,,96.6043,0.6875,,96.6238,500,,96.6069,0.0625,,96.6065,115.125,,96.6039,0.0,,96.6067,0.0,,96.6041,0,,96.6042,0.0,,96.6064,0,,96.6064,0.0,,96.6064,1079,,96.6238,500,,96.6068,0.0,,96.6238,527,,96.6064,0.0,,96.6238,0.0,,96.6067,0,,96.6069,0.0,,96.6039,115.25,,96.6039,28,,96.6065,27,,96.6042,0.0,,96.6041,0.0,,96.6068,0.0,,96.6065,0.0,,96.6064,0,,96.6068,0.0,,96.6043,1.2265625,,96.6069,0.0,,96.6064,1079,,96.6043,0.0,,96.6238,527,,96.6042,0.0,,96.6069,0.0,,96.6042,0.6875,,
96.6268,0.8125,,96.6241,0,,96.6243,0.0,,96.6438,0.0,,96.6243,0.125,,96.6438,500,,96.6269,0.5625,,96.6265,115.1875,,96.6239,0.0,,96.6267,0.0,,96.6241,0,,96.6242,0.0,,96.6264,0,,96.6264,0.0,,96.6264,1079,,96.6438,500,,96.6268,0.0,,96.6438,527,,96.6264,0.0,,96.6438,0.0,,96.6267,0,,96.6269,0.0,,96.6239,115.3125,,96.6239,28,,96.6265,27,,96.6242,0.0,,96.6241,0.0,,96.6268,0.0,,96.6265,0.0,,96.6264,0,,96.6268,0.0,,96.6243,1.23828125,,96.6269,0.0,,96.6264,1079,,96.6243,0.0,,96.6438,527,,96.6242,0.0,,96.6269,0.0,,96.6242,-1.375,,
96.6468,0.8125,,96.6441,0,,96.6443,0.0,,96.6638,0.0,,96.6443,-1.375,,96.6638,500,,96.6469,-0.4375,,96.6465,115.1875,,96.6439,0.0,,96.6467,0.0,,96.6441,0,,96.6442,0.0,,96.6464,0,,96.6464,0.0,,96.6464,1079,,96.6638,500,,96.6468,0.0,,96.6638,527,,96.6464,0.0,,96.6638,0.0,,96.6467,0,,96.6469,0.0,,96.6439,115.3125,,96.6439,28,,96.6465,27,,96.6442,0.0,,96.6441,0.0,,96.6468,0.0,,96.6465,0.0,,96.6464,0,,96.6468,0.0,,96.6443,1.26171875,,96.6469,0.0,,96.6464,1079,,96.6443,0.0,,96.6638,527,,96.6442,0.0,,96.6469,0.0,,96.6442,-1.0625,,
96.6668,-0.0625,,96.6641,0,,96.6643,0.0,,96.6838,0.0,,96.6643,-0.375,,96.6838,500,,96.6669,0.0625,,96.6665,115.25,,96.6639,0.0,,96.6666,0.0,,96.6641,0,,96.6642,0.0,,96.6664,0,,96.6664,0.0,,96.6664,1079,,96.6838,500,,96.6668,0.0,,96.6838,527,,96.6664,0.0,,96.6838,0.0,,96.6666,0,,96.6669,0.0,,96.6639,115.3125,,96.6639,28,,96.6665,27,,96.6642,0.0,,96.6641,0.0,,96.6668,0.0,,96.6665,0.0,,96.6664,0,,96.6668,0.0,,96.6643,1.28125,,96.6669,0.0,,96.6664,1079,,96.6643,0.0,,96.6838,527,,96.6642,0.0,,96.6669,0.0,,96.6642,0.0625,,
96.6868,1.125,,96.6841,0,,96.6843,0.0,,96.7039,0.0,,96.6843,1.6875,,96.7039,500,,96.6869,-0.9375,,96.6865,115.1875,,96.6839,0.0,,96.6866,0.0,,96.6841,0,,96.6842,0.0,,96.6864,0,,96.6864,0.0,,96.6864,1079,,96.7039,500,,96.6868,0.0,,96.7039,527,,96.6864,0.0,,96.7039,0.0,,96.6866,0,,96.6869,0.0,,96.6839,115.3125,,96.6839,28,,96.6865,27,,96.6842,0.0,,96.6841,0.0,,96.6868,0.0,,96.6865,0.0,,96.6864,0,,96.6868,0.0,,96.6843,1.28125,,96.6869,0.0,,96.6864,1079,,96.6843,0.0,,96.7039,527,,96.6842,0.0,,96.6869,0.0,,96.6842,1.875,,
96.7068,-1.0,,96.7041,0,,96.7044,0.0,,96.7239,0.0,,96.7044,0.6875,,96.7239,500,,96.7069,0.5625,,96.7065,115.1875,,96.704,0.0,,96.7066,0.0,,96.7041,0,,96.7043,0.0,,96.7064,0,,96.7064,0.0,,96.7064,1079,,96.7239,500,,96.7068,0.0,,96.7239,527,,96.7064,0.0,,96.7239,0.0,,96.7066,0,,96.7069,0.0,,96.704,115.3125,,96.704,28,,96.7065,27,,96.7043,0.0,,96.7041,0.0,,96.7068,0.0,,96.7065,0.0,,96.7064,0,,96.7068,0.0,,96.7044,1.28125,,96.7069,0.0,,96.7064,1079,,96.7044,0.0,,96.7239,527,,96.7043,0.0,,96.7069,0.0,,96.7043,0.6875,,
96.7268,-0.0625,,96.7241,0,,96.7244,0.0,,96.7439,0.0,,96.7244,-0.375,,96.7439,500,,96.7269,0.0625,,96.7265,115.125,,96.724,0.0,,96.7266,0.0,,96.7241,0,,96.7243,0.0,,96.7264,0,,96.7264,0.0,,96.7264,1079,,96.7439,500,,96.7268,0.0,,96.7439,527,,96.7264,0.0,,96.7439,0.0,,96.7266,0,,96.7269,0.0,,96.724,115.25,,96.724,28,,96.7265,27,,96.7243,0.0,,96.7241,0.0,,96.7268,0.0,,96.7265,0.0,,96.7264,0,,96.7268,0.0,,96.7244,1.30859375,,96.7269,0.0,,96.7264,1079,,96.7244,0.0,,96.7439,527,,96.7243,0.0,,96.7269,0.0,,96.7243,-0.5,,
96.7468,-1.875,,96.7442,0,,96.7444,0.0,,96.7639,0.0,,96.7444,0.125,,96.7639,500,,96.7469,1.0625,,96.7465,115.125,,96.744,0.0,,96.7466,0.0,,96.7442,0,,96.7443,0.0,,96.7464,0,,96.7464,0.0,,96.7464,1079,,96.7639,500,,96.7468,0.0,,96.7639,527,,96.7464,0.0,,96.7639,0.0,,96.7466,0,,96.7469,0.0,,96.744,115.25,,96.744,28,,96.7465,27,,96.7443,0.0,,96.7442,0.0,,96.7468,0.0,,96.7465,0.0,,96.7464,0,,96.7468,0.0,,96.7444,1.28125,,96.7469,0.0,,96.7464,1079,,96.7444,0.0,,96.7639,527,,96.7443,0.0,,96.7469,0.0,,96.7443,0.375,,
96.7667,1.4375,,96.7641,0,,96.7644,0.0,,96.7839,0.0,,96.7644,0.125,,96.7839,500,,96.7669,-0.9375,,96.7665,115.25,,96.764,0.0,,96.7666,0.0,,96.7641,0,,96.7643,0.0,,96.7664,0,,96.7664,0.0,,96.7664,1079,,96.7839,500,,96.7667,0.0,,96.7839,527,,96.7664,0.0,,96.7839,0.0,,96.7666,0,,96.7669,0.0,,96.764,115.3125,,96.764,28,,96.7665,27,,96.7643,0.0,,96.7641,0.0,,96.7667,0.0,,96.7665,0.0,,96.7664,0,,96.7667,0.0,,96.7644,1.2734375,,96.7669,0.0,,96.7664,1079,,96.7644,0.0,,96.7839,527,,96.7643,0.0,,96.7669,0.0,,96.7643,-0.1875,,
96.7867,0.8125,,96.7842,0,,96.7844,0.0,,96.8039,0.0,,96.7844,0.625,,96.8039,500,,96.7869,-0.4375,,96.7865,115.1875,,96.784,0.0,,96.7866,0.0,,96.7842,0,,96.7843,0.0,,96.7864,0,,96.7864,0.0,,96.7864,1079,,96.8039,500,,96.7867,0.0,,96.8039,527,,96.7864,0.0,,96.8039,0.0,,96.7866,0,,96.7869,0.0,,96.784,115.25,,96.784,28,,96.7865,27,,96.7843,0.0,,96.7842,0.0,,96.7867,0.0,,96.7865,0.0,,96.7864,0,,96.7867,0.0,,96.7844,1.31640625,,96.7869,0.0,,96.7864,1079,,96.7844,0.0,,96.8039,527,,96.7843,0.0,,96.7869,0.0,,96.7843,0.6875,,
