Point;Real time;Power-up time;Asrc;Alod;Apack;Vpack;SOC;DOD;Loads;BalVtg;BalCause;IoState;Flags;Bnk0;Bnk1t;Bnk2;Bnk3;Bnk4;Bnk5;Bnk6;Bnk7;Bnk8;Bnk9;Bnk10;Bnk11;Bnk12;Bnk13;Bnk14;Bnk15;CCL;CCLcause;DCL;DCLcause;WarnFlags;FltFlags;MissBanks;MissBank#;MissCells;-;Vmin;VminNo;VminAvg;Vavg;Vmax;VmaxNo;VmaxAvg;Tmin;TminNo;Tavg;Tmax;TmaxNo;Rmin;RminNo;Ravg;Rmax;RmaxNo;Rpack;Nmonit;Vmonit;Tmonit;TmonitOff;Rmonit;Smonit;Cell 0;Cell 1;Cell 2;Cell 3;Cell 4;Cell 5;Cell 6;Cell 7;Cell 8;Cell 9;Cell 10;Cell 11;Cell 12;Cell 13;Cell 14;Cell 15;Cell 16;Cell 17;Cell 18;Cell 19;Cell 20;Cell 21;Cell 22;Cell 23;Cell 24;Cell 25;Cell 26;Cell 27
138;1/1/2025 16:22;#2376 000:01:48:42;0;18.7;18.7;107.2;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.82;3.86;8;3.85;29;26;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.84;3.84;3.86;3.86;3.86;3.84;3.84;3.81;3.81;3.84;3.84;3.81;3.81;3.84;3.81;3.81;3.81;3.84;3.84;3.81;3.84;3.81;3.81;3.81
139;1/1/2025 16:22;#2376 000:01:48:43;0;18.9;18.9;107.2;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.82;3.86;8;3.85;29;26;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.84;3.84;3.86;3.84;3.86;3.81;3.84;3.81;3.81;3.84;3.84;3.81;3.81;3.84;3.81;3.81;3.81;3.84;3.84;3.81;3.84;3.81;3.81;3.81
140;1/1/2025 16:22;#2376 000:01:48:44;0;19;19;107.1;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.82;3.86;8;3.85;29;26;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.84;3.84;3.86;3.84;3.86;3.81;3.84;3.81;3.81;3.84;3.84;3.81;3.81;3.84;3.81;3.81;3.81;3.84;3.84;3.81;3.84;3.81;3.81;3.81
141;1/1/2025 16:22;#2376 000:01:48:45;0;19.2;19.2;107.1;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.82;3.86;8;3.85;29;26;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.84;3.84;3.86;3.84;3.86;3.81;3.84;3.81;3.81;3.84;3.84;3.81;3.81;3.84;3.81;3.81;3.81;3.84;3.84;3.81;3.84;3.81;3.81;3.81
142;1/1/2025 16:22;#2376 000:01:48:46;0;19.4;19.4;107.2;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.82;3.86;8;3.85;29;26;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.84;3.84;3.86;3.84;3.86;3.84;3.84;3.81;3.81;3.84;3.84;3.81;3.81;3.84;3.81;3.81;3.81;3.84;3.84;3.81;3.84;3.81;3.81;3.81
143;1/1/2025 16:22;#2376 000:01:48:47;0;19.5;19.5;107.2;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.82;3.86;8;3.85;29;26;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.81;3.84;3.86;3.84;3.86;3.81;3.84;3.81;3.81;3.84;3.84;3.81;3.81;3.84;3.81;3.81;3.81;3.81;3.84;3.81;3.84;3.81;3.81;3.81
144;1/1/2025 16:22;#2376 000:01:48:48;0;19.8;19.8;107.1;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.82;3.86;8;3.85;29;26;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.84;3.84;3.86;3.84;3.86;3.81;3.84;3.81;3.81;3.84;3.84;3.81;3.81;3.84;3.81;3.81;3.81;3.81;3.84;3.81;3.84;3.81;3.81;3.81
145;1/1/2025 16:22;#2376 000:01:48:49;0;20;20;107.1;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.82;3.86;8;3.85;29;26;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.81;3.84;3.86;3.84;3.86;3.81;3.84;3.81;3.81;3.84;3.84;3.81;3.81;3.84;3.81;3.81;3.81;3.81;3.84;3.81;3.84;3.81;3.81;3.81
146;1/1/2025 16:22;#2376 000:01:48:50;0;20.4;20.4;107;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.82;3.86;6;3.85;29;26;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.84;3.84;3.86;3.84;3.84;3.81;3.81;3.81;3.81;3.84;3.84;3.81;3.81;3.84;3.81;3.81;3.81;3.81;3.84;3.81;3.84;3.81;3.81;3.81
147;1/1/2025 16:22;#2376 000:01:48:51;0;20.7;20.7;107;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.82;3.86;6;3.85;29;26;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.81;3.84;3.86;3.84;3.86;3.81;3.81;3.81;3.81;3.84;3.84;3.81;3.81;3.84;3.81;3.81;3.81;3.81;3.84;3.81;3.84;3.81;3.81;3.81
148;1/1/2025 16:22;#2376 000:01:48:52;0;21;21;107;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.82;3.86;6;3.85;29;26;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.81;3.84;3.86;3.84;3.84;3.81;3.81;3.81;3.81;3.84;3.84;3.81;3.81;3.84;3.81;3.81;3.81;3.81;3.84;3.81;3.84;3.81;3.81;3.81
149;1/1/2025 16:22;#2376 000:01:48:53;0;21.2;21.2;107;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.82;3.86;6;3.85;29;26;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.81;3.84;3.86;3.84;3.86;3.81;3.81;3.81;3.81;3.84;3.84;3.81;3.81;3.84;3.81;3.81;3.81;3.81;3.84;3.81;3.81;3.81;3.81;3.81
150;1/1/2025 16:22;#2376 000:01:48:54;0;21.4;21.4;107;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.82;3.86;6;3.85;29;26;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.81;3.84;3.86;3.84;3.84;3.81;3.81;3.81;3.81;3.84;3.84;3.81;3.81;3.84;3.81;3.81;3.81;3.81;3.84;3.81;3.81;3.81;3.81;3.81
151;1/1/2025 16:22;#2376 000:01:48:55;0;21.6;21.6;107;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.82;3.86;6;3.85;29;26;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.81;3.84;3.86;3.84;3.86;3.81;3.81;3.81;3.81;3.84;3.84;3.81;3.81;3.84;3.81;3.81;3.81;3.81;3.84;3.81;3.81;3.81;3.81;3.81
152;1/1/2025 16:22;#2376 000:01:48:56;0;21.8;21.8;107;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.82;3.86;6;3.85;29;26;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.81;3.84;3.86;3.84;3.84;3.81;3.81;3.81;3.81;3.84;3.84;3.81;3.81;3.84;3.81;3.81;3.81;3.81;3.84;3.81;3.81;3.81;3.81;3.81
153;1/1/2025 16:22;#2376 000:01:48:57;0;22;22;107;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.82;3.86;6;3.85;29;26;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.81;3.84;3.86;3.84;3.84;3.81;3.81;3.81;3.81;3.84;3.84;3.81;3.81;3.81;3.81;3.81;3.81;3.81;3.84;3.81;3.81;3.81;3.81;3.81
154;1/1/2025 16:22;#2376 000:01:48:58;0;22.2;22.2;107;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.82;3.86;6;3.85;29;26;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.81;3.84;3.86;3.84;3.84;3.81;3.81;3.81;3.81;3.84;3.84;3.81;3.81;3.81;3.81;3.81;3.81;3.81;3.84;3.81;3.81;3.81;3.81;3.81
155;1/1/2025 16:22;#2376 000:01:48:59;0;22.3;22.3;107;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.82;3.86;6;3.85;29;26;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.81;3.84;3.86;3.84;3.84;3.81;3.81;3.81;3.81;3.84;3.84;3.81;3.81;3.81;3.81;3.81;3.81;3.81;3.84;3.81;3.81;3.81;3.81;3.81
156;1/1/2025 16:22;#2376 000:01:49:00;0;22.5;22.5;107;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.82;3.86;6;3.85;29;26;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.81;3.84;3.86;3.84;3.84;3.81;3.81;3.81;3.81;3.84;3.84;3.81;3.81;3.81;3.81;3.81;3.81;3.81;3.84;3.81;3.81;3.81;3.81;3.81
157;1/1/2025 16:22;#2376 000:01:49:01;0;22.6;22.6;107;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.82;3.86;6;3.85;29;26;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.81;3.84;3.84;3.84;3.84;3.81;3.81;3.81;3.81;3.84;3.84;3.81;3.81;3.81;3.81;3.81;3.81;3.81;3.84;3.81;3.81;3.81;3.81;3.81
158;1/1/2025 16:22;#2376 000:01:49:02;0;22.7;22.7;106.9;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.82;3.84;22;3.85;29;26;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.81;3.84;3.84;3.84;3.84;3.81;3.81;3.81;3.81;3.84;3.84;3.81;3.81;3.81;3.81;3.81;3.81;3.81;3.84;3.81;3.81;3.81;3.81;3.81
159;1/1/2025 16:22;#2376 000:01:49:03;0;22.9;22.9;106.9;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.82;3.84;22;3.85;29;26;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.81;3.84;3.84;3.84;3.84;3.81;3.81;3.81;3.81;3.84;3.84;3.81;3.81;3.81;3.81;3.81;3.81;3.81;3.84;3.81;3.81;3.81;3.81;3.81
160;1/1/2025 16:22;#2376 000:01:49:04;0;22.9;22.9;106.9;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.82;3.84;22;3.85;29;26;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.81;3.84;3.84;3.84;3.84;3.81;3.81;3.81;3.81;3.84;3.84;3.81;3.81;3.81;3.81;3.81;3.81;3.81;3.84;3.81;3.81;3.81;3.81;3.81
161;1/1/2025 16:22;#2376 000:01:49:05;0;23.1;23.1;106.9;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.82;3.84;22;3.85;29;26;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.81;3.84;3.84;3.84;3.84;3.81;3.81;3.81;3.81;3.84;3.84;3.81;3.81;3.81;3.81;3.81;3.81;3.81;3.84;3.81;3.81;3.81;3.81;3.81
162;1/1/2025 16:22;#2376 000:01:49:06;0;23.2;23.2;106.9;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.81;3.84;22;3.85;29;26;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.81;3.81;3.84;3.84;3.81;3.84;3.84;3.84;3.84;3.81;3.81;3.81;3.81;3.84;3.84;3.81;3.81;3.81;3.81;3.81;3.81;3.81;3.84;3.81;3.81;3.81;3.81;3.81
163;1/1/2025 16:22;#2376 000:01:49:07;0;23.3;23.3;106.9;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.81;3.84;22;3.84;29;26;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.81;3.81;3.84;3.84;3.81;3.84;3.84;3.84;3.84;3.81;3.81;3.81;3.81;3.84;3.84;3.81;3.81;3.81;3.81;3.81;3.81;3.81;3.84;3.81;3.81;3.81;3.81;3.81
164;1/1/2025 16:22;#2376 000:01:49:08;0;23.3;23.3;106.9;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.82;3.84;22;3.84;29;26;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.81;3.84;3.84;3.84;3.84;3.81;3.81;3.81;3.81;3.84;3.84;3.81;3.81;3.81;3.81;3.81;3.81;3.81;3.84;3.81;3.81;3.81;3.81;3.81
165;1/1/2025 16:22;#2376 000:01:49:09;0;23.4;23.4;106.9;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.82;3.84;22;3.84;29;26;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.81;3.81;3.84;3.84;3.81;3.84;3.84;3.84;3.84;3.81;3.81;3.81;3.81;3.84;3.84;3.81;3.81;3.81;3.81;3.81;3.81;3.81;3.84;3.81;3.81;3.81;3.81;3.81
166;1/1/2025 16:22;#2376 000:01:49:10;0;23.5;23.5;106.9;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.82;3.84;22;3.84;29;26;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.81;3.84;3.84;3.84;3.84;3.81;3.81;3.81;3.81;3.84;3.84;3.81;3.81;3.81;3.81;3.81;3.81;3.81;3.84;3.81;3.81;3.81;3.81;3.81
167;1/1/2025 16:22;#2376 000:01:49:11;0;23.5;23.5;106.9;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.82;3.84;22;3.84;29;26;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.81;3.81;3.84;3.84;3.81;3.84;3.84;3.84;3.84;3.81;3.81;3.81;3.81;3.84;3.84;3.81;3.81;3.81;3.81;3.81;3.81;3.81;3.84;3.81;3.81;3.81;3.81;3.81
168;1/1/2025 16:22;#2376 000:01:49:12;0;23.6;23.6;106.9;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.82;3.84;22;3.84;29;26;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.81;3.84;3.84;3.84;3.84;3.81;3.81;3.81;3.81;3.84;3.84;3.81;3.81;3.81;3.81;3.81;3.81;3.81;3.84;3.81;3.81;3.81;3.81;3.81
169;1/1/2025 16:22;#2376 000:01:49:13;0;23.7;23.7;106.9;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.82;3.84;22;3.84;29;26;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.81;3.81;3.84;3.84;3.81;3.84;3.84;3.84;3.84;3.81;3.81;3.81;3.81;3.84;3.84;3.81;3.81;3.81;3.81;3.81;3.81;3.81;3.84;3.81;3.81;3.81;3.81;3.81
170;1/1/2025 16:22;#2376 000:01:49:14;0;23.7;23.7;106.9;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.81;3.84;22;3.84;29;26;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.81;3.81;3.84;3.84;3.81;3.84;3.84;3.84;3.84;3.81;3.81;3.81;3.81;3.84;3.84;3.81;3.81;3.81;3.81;3.81;3.81;3.81;3.84;3.81;3.81;3.81;3.81;3.81
171;1/1/2025 16:22;#2376 000:01:49:15;0;23.9;23.9;106.9;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.81;3.84;22;3.84;29;26;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.81;3.81;3.84;3.84;3.81;3.84;3.84;3.84;3.84;3.81;3.81;3.81;3.81;3.84;3.84;3.81;3.81;3.81;3.81;3.81;3.81;3.81;3.84;3.81;3.81;3.81;3.81;3.81
172;1/1/2025 16:22;#2376 000:01:49:16;0;23.9;23.9;106.9;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.81;3.84;22;3.84;29;26;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.81;3.81;3.84;3.84;3.81;3.84;3.84;3.84;3.84;3.81;3.81;3.81;3.81;3.84;3.84;3.81;3.81;3.81;3.81;3.81;3.81;3.81;3.84;3.81;3.81;3.81;3.81;3.81
173;1/1/2025 16:22;#2376 000:01:49:17;0;24;24;106.9;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.81;3.84;22;3.84;29;26;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.81;3.81;3.84;3.84;3.81;3.84;3.84;3.84;3.84;3.81;3.81;3.81;3.81;3.84;3.84;3.81;3.81;3.81;3.81;3.81;3.81;3.81;3.84;3.81;3.81;3.81;3.81;3.81
174;1/1/2025 16:22;#2376 000:01:49:18;0;23.9;23.9;106.9;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.81;3.84;22;3.84;29;26;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.81;3.81;3.84;3.84;3.81;3.84;3.84;3.84;3.84;3.81;3.81;3.81;3.81;3.84;3.84;3.81;3.81;3.81;3.81;3.81;3.81;3.81;3.84;3.81;3.81;3.81;3.81;3.81
175;1/1/2025 16:22;#2376 000:01:49:19;0;24;24;106.9;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.81;3.84;22;3.84;29;26;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.81;3.81;3.84;3.84;3.81;3.84;3.84;3.84;3.84;3.81;3.81;3.81;3.81;3.84;3.84;3.81;3.81;3.81;3.81;3.81;3.81;3.81;3.84;3.81;3.81;3.81;3.81;3.81
176;1/1/2025 16:22;#2376 000:01:49:20;0;24;24;106.9;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.81;3.84;22;3.84;29;26;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.81;3.81;3.84;3.84;3.81;3.84;3.84;3.84;3.84;3.81;3.81;3.81;3.81;3.84;3.84;3.81;3.81;3.81;3.81;3.81;3.81;3.81;3.84;3.81;3.81;3.81;3.81;3.81
177;1/1/2025 16:22;#2376 000:01:49:21;0;24.1;24.1;106.9;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.81;3.84;22;3.84;29;26;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.81;3.81;3.84;3.84;3.81;3.84;3.84;3.84;3.84;3.81;3.81;3.81;3.81;3.84;3.84;3.81;3.81;3.81;3.81;3.81;3.81;3.81;3.84;3.81;3.81;3.81;3.81;3.81
178;1/1/2025 16:22;#2376 000:01:49:22;0;24.2;24.2;106.9;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.81;3.84;22;3.84;29;26;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.81;3.81;3.84;3.84;3.81;3.84;3.84;3.84;3.84;3.81;3.81;3.81;3.81;3.84;3.84;3.81;3.81;3.81;3.81;3.81;3.81;3.81;3.84;3.81;3.81;3.81;3.81;3.81
179;1/1/2025 16:22;#2376 000:01:49:23;0;24.2;24.2;106.9;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.81;3.84;22;3.84;29;26;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.81;3.81;3.84;3.84;3.81;3.84;3.84;3.84;3.84;3.81;3.81;3.81;3.81;3.84;3.84;3.81;3.81;3.81;3.81;3.81;3.81;3.81;3.84;3.81;3.81;3.81;3.81;3.81
180;1/1/2025 16:22;#2376 000:01:49:24;0;24.2;24.2;106.9;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.81;3.84;22;3.84;29;26;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.81;3.81;3.84;3.84;3.81;3.84;3.84;3.84;3.84;3.81;3.81;3.81;3.81;3.84;3.84;3.81;3.81;3.81;3.81;3.81;3.81;3.81;3.84;3.81;3.81;3.81;3.81;3.81
